# time,sweep00,sweep01,sweep02,sweep03,sweep04,sweep05,sweep06,sweep07,sweep08,sweep09,sweep10,sweep11,sweep12,sweep13,sweep14,sweep15,sweep16,sweep17,sweep18,sweep19,sweep20,sweep21,sweep22,sweep23,sweep24,sweep25,sweep26,sweep27,sweep28
0,-59.6942,-59.7256,-58.3245,-59.7892,-59.5036,-59.8029,-59.3312,-59.847,-59.3662,-59.2759,-58.9609,-59.7698,-59.5795,-60,-59.7585,-58.966,-58.4771,-59.9051,-59.0446,-59.5566,-58.9561,-59.7341,-58.8889,-59.5091,-59.2491,-59.1713,-59.8714,-59.352,-58.9556
0.1,-59.698,-59.729,-58.3348,-59.7918,-59.5097,-59.8053,-59.339,-59.8489,-59.3578,-59.2836,-58.9731,-59.7091,-59.5758,-60,-59.7615,-58.9756,-58.481,-59.9063,-59.0552,-59.5621,-58.9687,-59.7374,-58.887,-59.5151,-59.228,-59.1813,-59.873,-59.3599,-58.9497
0.2,-59.7017,-59.7324,-58.3459,-59.7944,-59.5157,-59.8077,-59.3468,-59.8507,-59.351,-59.2913,-58.9851,-59.6552,-59.497,-60,-59.7645,-58.9093,-58.4862,-59.9074,-59.0658,-59.5675,-58.9811,-59.6555,-58.8867,-59.5211,-59.2102,-59.1912,-59.8745,-59.3678,-58.9456
0.3,-59.7054,-59.7357,-58.3579,-59.797,-59.5217,-59.8101,-59.3545,-59.8526,-59.3457,-59.299,-58.9971,-59.6076,-59.4273,-60,-59.7674,-58.8436,-58.4927,-59.9086,-59.0763,-59.5728,-58.9934,-59.583,-58.8878,-59.527,-59.1952,-59.201,-59.8761,-59.3755,-58.9432
0.4,-59.709,-59.739,-58.3704,-59.7995,-59.5275,-59.8125,-59.3621,-59.8544,-59.3418,-59.3067,-59.009,-59.5656,-59.366,-60,-59.7702,-58.7865,-58.5003,-59.9097,-59.0869,-59.5781,-59.0056,-59.5188,-58.89,-59.5328,-59.1828,-59.2106,-59.8776,-59.3832,-58.9424
0.5,-59.7126,-59.7422,-58.3835,-59.8019,-59.5333,-59.8148,-59.3697,-59.8562,-59.3391,-59.3145,-59.0207,-59.5287,-59.312,-60,-59.7731,-58.7371,-58.5088,-59.9109,-59.0973,-59.5833,-59.0177,-59.4621,-58.8933,-59.5386,-59.1727,-59.2202,-59.8792,-59.3908,-58.9428
0.6,-59.7162,-59.7454,-58.3971,-59.8044,-59.5391,-59.8171,-59.3772,-59.858,-59.3375,-59.3222,-59.0324,-59.4963,-59.2647,-60,-59.7759,-58.6945,-58.5182,-59.912,-59.1077,-59.5884,-59.0296,-59.4122,-58.8976,-59.5443,-59.1646,-59.2297,-59.8806,-59.3983,-58.9445
0.7,-59.7197,-59.7485,-58.4112,-59.8068,-59.5448,-59.8194,-59.3846,-59.8598,-59.3368,-59.3298,-59.0439,-59.468,-59.2235,-60,-59.7787,-58.6582,-58.5283,-59.9131,-59.1181,-59.5935,-59.0413,-59.3684,-58.9027,-59.5499,-59.1585,-59.239,-59.8821,-59.4056,-58.9473
0.8,-59.7232,-59.7516,-58.4256,-59.8092,-59.5504,-59.8216,-59.392,-59.8615,-59.337,-59.3375,-59.0554,-59.4434,-59.1876,-60,-59.7814,-58.6275,-58.539,-59.9141,-59.1283,-59.5985,-59.053,-59.3302,-58.9086,-59.5554,-59.154,-59.2483,-59.8836,-59.4129,-58.951
0.9,-59.7266,-59.7547,-58.4402,-59.8116,-59.5559,-59.8238,-59.3993,-59.8632,-59.3379,-59.3451,-59.0667,-59.4222,-59.1566,-60,-59.7841,-58.6017,-58.5503,-59.9152,-59.1385,-59.6035,-59.0645,-59.2968,-58.9151,-59.5609,-59.151,-59.2574,-59.885,-59.4202,-58.9555
1,-59.73,-59.7577,-58.4552,-59.8139,-59.5614,-59.826,-59.4065,-59.8649,-59.3396,-59.3527,-59.0779,-59.4039,-59.13,-60,-59.7868,-58.5804,-58.5621,-59.9162,-59.1487,-59.6084,-59.0759,-59.2679,-58.9222,-59.5663,-59.1493,-59.2664,-59.8865,-59.4273,-58.9608
1.1,-59.7333,-59.7607,-58.4703,-59.8162,-59.5668,-59.8281,-59.4136,-59.8666,-59.3418,-59.3602,-59.089,-59.3883,-59.1072,-60,-59.7894,-58.5632,-58.5744,-59.9173,-59.1587,-59.6132,-59.0871,-59.1996,-58.9298,-59.5717,-59.1488,-59.2754,-59.8879,-59.4343,-58.9668
1.2,-59.7366,-59.7637,-58.4856,-59.8185,-59.5721,-59.8303,-59.4207,-59.8682,-59.3446,-59.3676,-59.0736,-59.3751,-59.0881,-60,-59.792,-58.5495,-58.5869,-59.9183,-59.1686,-59.533,-59.0982,-59.0988,-58.9379,-59.5769,-59.1494,-59.2842,-59.8893,-59.4413,-58.9733
1.3,-59.7399,-59.7666,-58.5011,-59.8207,-59.5774,-59.8324,-59.4277,-59.8699,-59.3479,-59.3751,-59.0032,-59.364,-59.072,-60,-59.7946,-58.539,-58.5998,-59.9193,-59.1785,-59.4621,-59.1092,-59.0101,-58.9463,-59.5822,-59.151,-59.2929,-59.8906,-59.4482,-58.9804
1.4,-59.7431,-59.7695,-58.5166,-59.823,-59.5826,-59.8344,-59.4346,-59.8715,-59.3516,-59.3824,-58.9417,-59.3549,-59.0589,-60,-59.7972,-58.5314,-58.613,-59.9203,-59.1883,-59.3996,-59.12,-58.9323,-58.9551,-59.5873,-59.1533,-59.3016,-59.892,-59.4549,-58.9879
1.5,-59.7463,-59.7724,-58.5322,-59.8252,-59.5877,-59.8365,-59.4415,-59.8731,-59.3556,-59.3897,-58.8881,-59.3476,-59.0482,-60,-59.7997,-58.5264,-58.6264,-59.9213,-59.198,-59.3445,-59.1308,-58.8643,-58.9642,-59.5924,-59.1565,-59.3101,-59.8933,-59.4616,-58.9958
1.6,-59.7494,-59.7752,-58.5478,-59.8273,-59.5928,-59.8385,-59.4483,-59.8747,-59.36,-59.397,-58.8417,-59.3418,-59.0399,-60,-59.8021,-58.5237,-58.6399,-59.9223,-59.2076,-59.2962,-59.1414,-58.805,-58.9735,-59.5974,-59.1602,-59.3185,-59.8947,-59.4683,-59.004
1.7,-59.7525,-59.778,-58.5635,-59.8295,-59.5978,-59.8405,-59.455,-59.8762,-59.3647,-59.4041,-58.8018,-59.3375,-59.0336,-60,-59.8046,-58.5231,-58.6536,-59.9233,-59.2171,-59.254,-59.1518,-58.7537,-58.983,-59.6024,-59.1646,-59.3269,-59.896,-59.4748,-59.0125
1.8,-59.7556,-59.7807,-58.5792,-59.8316,-59.6028,-59.8425,-59.4616,-59.8778,-59.3696,-59.4113,-58.7676,-59.3344,-59.0291,-60,-59.807,-58.5242,-58.6674,-59.9242,-59.2265,-59.2173,-59.1622,-58.7095,-58.9928,-59.6073,-59.1695,-59.3351,-59.8973,-59.4813,-59.0213
1.9,-59.7586,-59.7834,-58.5948,-59.8337,-59.6077,-59.8445,-59.4682,-59.8793,-59.3748,-59.4183,-58.7387,-59.3324,-59.0263,-60,-59.8094,-58.527,-58.6813,-59.9252,-59.2358,-59.1855,-59.1724,-58.6717,-58.9265,-59.6121,-59.1749,-59.3432,-59.8985,-59.4877,-59.0303
2,-59.7616,-59.7861,-58.6105,-59.8357,-59.6125,-59.8464,-59.4747,-59.8808,-59.3801,-59.4253,-58.7144,-59.3314,-59.0249,-60,-59.8118,-58.5312,-58.6952,-59.9261,-59.245,-59.1581,-59.1825,-58.6396,-58.8609,-59.6169,-59.1806,-59.3513,-59.8998,-59.494,-59.0394
2.1,-59.7645,-59.7888,-58.626,-59.8378,-59.6173,-59.8483,-59.4811,-59.8822,-59.3856,-59.4322,-58.6942,-59.3313,-59.0248,-60,-59.8141,-58.5368,-58.7092,-59.927,-59.2541,-59.1347,-59.1925,-58.6126,-58.8038,-59.6217,-59.1867,-59.3592,-59.901,-59.5002,-59.0488
2.2,-59.7674,-59.7914,-58.6415,-59.8398,-59.622,-59.8502,-59.4874,-59.8837,-59.3912,-59.439,-58.6779,-59.3321,-59.0259,-60,-59.8164,-58.5434,-58.7232,-59.9279,-59.2542,-59.1148,-59.2024,-58.5902,-58.7544,-59.6263,-59.1931,-59.3671,-59.9023,-59.5063,-59.0582
2.3,-59.7703,-59.794,-58.657,-59.8417,-59.6267,-59.852,-59.4937,-59.8851,-59.397,-59.4458,-58.6648,-59.3335,-59.0281,-60,-59.8187,-58.5511,-58.7372,-59.9288,-59.1797,-59.0982,-59.2121,-58.5719,-58.7118,-59.6309,-59.1998,-59.3748,-59.9035,-59.5124,-59.0677
2.4,-59.7732,-59.7965,-58.6723,-59.8437,-59.6313,-59.8539,-59.4999,-59.8866,-59.4028,-59.4525,-58.6548,-59.3356,-59.0311,-60,-59.8209,-58.5596,-58.7511,-59.9297,-59.1143,-59.0844,-59.2218,-58.5573,-58.6755,-59.6355,-59.2067,-59.3825,-59.9047,-59.5184,-59.0773
2.5,-59.776,-59.799,-58.6876,-59.8456,-59.6358,-59.8557,-59.506,-59.888,-59.4087,-59.4591,-58.6475,-59.3382,-59.035,-60,-59.8231,-58.5689,-58.7651,-59.9306,-59.0571,-59.0732,-59.2313,-58.546,-58.6447,-59.64,-59.2138,-59.39,-59.9058,-59.5244,-59.087
2.6,-59.7787,-59.8015,-58.7027,-59.8476,-59.6403,-59.8575,-59.512,-59.8894,-59.4147,-59.4657,-58.6426,-59.3414,-59.0396,-60,-59.8253,-58.5789,-58.7789,-59.9314,-59.0072,-59.0643,-59.2407,-58.5377,-58.6188,-59.6444,-59.2211,-59.3975,-59.907,-59.5302,-59.0368
2.7,-59.7815,-59.804,-58.7178,-59.8494,-59.6448,-59.8592,-59.518,-59.8907,-59.4208,-59.4722,-58.6398,-59.345,-59.0016,-60,-59.8275,-58.5895,-58.7928,-59.9323,-58.964,-59.0575,-59.25,-58.5321,-58.5975,-59.6488,-59.2285,-59.4049,-59.9082,-59.536,-58.969
2.8,-59.7842,-59.8064,-58.7327,-59.8513,-59.6491,-59.861,-59.5239,-59.8921,-59.4269,-59.4786,-58.639,-59.349,-58.9281,-60,-59.8296,-58.6006,-58.8065,-59.9331,-58.9267,-59.0526,-59.2592,-58.5287,-58.5801,-59.6532,-59.236,-59.4122,-59.9093,-59.5417,-58.9098
2.9,-59.7869,-59.8088,-58.7476,-59.8532,-59.6535,-59.8627,-59.5298,-59.8934,-59.433,-59.485,-58.6398,-59.3533,-58.8639,-60,-59.8317,-58.6122,-58.8202,-59.9339,-58.8947,-59.0493,-59.2682,-58.5275,-58.5663,-59.6574,-59.2437,-59.4194,-59.9104,-59.5474,-58.8584
3,-59.7895,-59.8112,-58.7623,-59.855,-59.6577,-59.8644,-59.5355,-59.8948,-59.4391,-59.4912,-58.6422,-59.3579,-58.8081,-60,-59.8338,-58.6242,-58.8338,-59.9348,-58.8675,-59.0475,-59.2772,-58.5282,-58.5558,-59.6617,-59.2514,-59.4266,-59.9115,-59.5529,-58.8139
3.1,-59.7921,-59.8135,-58.7768,-59.8568,-59.662,-59.8661,-59.5412,-59.8961,-59.4452,-59.4974,-58.6459,-59.3628,-58.7598,-59.956,-59.8359,-58.6365,-58.7795,-59.9356,-58.8359,-59.047,-59.2861,-58.5306,-58.5481,-59.6658,-59.2591,-59.4336,-59.9126,-59.5584,-58.7757
3.2,-59.7947,-59.8158,-58.7913,-59.8586,-59.6661,-59.8677,-59.5469,-59.8973,-59.4513,-59.5036,-58.6509,-59.3679,-58.7183,-59.8753,-59.8379,-58.6491,-58.7167,-59.9364,-58.7341,-59.0477,-59.2948,-58.5344,-58.5429,-59.67,-59.2669,-59.4406,-59.9137,-59.5639,-58.7432
3.3,-59.7972,-59.8181,-58.8056,-59.8603,-59.6703,-59.8694,-59.5524,-59.8986,-59.4575,-59.5096,-58.6568,-59.3732,-58.6829,-59.8035,-59.8399,-58.6619,-58.6622,-59.9372,-58.645,-59.0495,-59.3034,-58.5396,-58.5401,-59.674,-59.2748,-59.4474,-59.9148,-59.5693,-58.7157
3.4,-59.7997,-59.8203,-58.8198,-59.862,-59.6743,-59.871,-59.5579,-59.8999,-59.4636,-59.5156,-58.6638,-59.3787,-58.6529,-59.7396,-59.8419,-58.6749,-58.6153,-59.9379,-58.5674,-59.0522,-59.312,-58.5459,-58.5393,-59.6781,-59.2826,-59.4542,-59.9159,-59.5746,-58.6927
3.5,-59.8022,-59.8226,-58.8338,-59.8637,-59.6784,-59.8726,-59.5634,-59.9011,-59.4697,-59.5216,-58.6716,-59.3844,-58.6277,-59.683,-59.8439,-58.688,-58.5752,-59.9387,-58.5,-59.0557,-59.3204,-58.5533,-58.5403,-59.6821,-59.2905,-59.4609,-59.9169,-59.5798,-58.6738
3.6,-59.8047,-59.8248,-58.8477,-59.8654,-59.6823,-59.8742,-59.5688,-59.9023,-59.4668,-59.5274,-58.6801,-59.3901,-58.607,-59.6329,-59.8458,-58.7013,-58.5412,-59.9395,-58.4418,-59.06,-59.3288,-58.5616,-58.5429,-59.686,-59.2983,-59.4676,-59.9179,-59.585,-58.6585
3.7,-59.8071,-59.8269,-58.8615,-59.8671,-59.6863,-59.8757,-59.5741,-59.9036,-59.3891,-59.5332,-58.6892,-59.396,-58.5901,-59.5887,-59.8477,-58.7147,-58.5126,-59.9402,-58.3919,-59.0649,-59.337,-58.5706,-58.547,-59.6899,-59.3061,-59.4741,-59.9011,-59.5901,-58.6465
3.8,-59.8095,-59.8291,-58.8751,-59.8688,-59.6901,-59.8773,-59.5793,-59.9048,-59.3205,-59.5389,-58.6989,-59.4019,-58.5768,-59.5497,-59.8496,-58.7282,-58.489,-59.941,-58.3494,-58.9863,-59.3451,-58.5804,-58.5524,-59.6937,-59.314,-59.4806,-59.8186,-59.5952,-58.6374
3.9,-59.8118,-59.8312,-58.8886,-59.8704,-59.694,-59.8788,-59.5845,-59.9059,-59.2603,-59.5446,-58.7091,-59.408,-58.5666,-59.4977,-59.8515,-58.7417,-58.4697,-59.9417,-58.3135,-58.9175,-59.3532,-58.5908,-58.5589,-59.6975,-59.3218,-59.487,-59.7454,-59.6002,-58.6309
4,-59.8141,-59.8333,-58.902,-59.872,-59.6977,-59.8803,-59.5896,-59.9071,-59.2074,-59.5502,-58.7197,-59.414,-58.5593,-59.3849,-59.8533,-58.7553,-58.4543,-59.9424,-58.2836,-58.8575,-59.3611,-58.6018,-58.5664,-59.7012,-59.3295,-59.4933,-59.6803,-59.6051,-58.6268
4.1,-59.8165,-59.8354,-58.9152,-59.8736,-59.7015,-59.8818,-59.5946,-59.9083,-59.1613,-59.5557,-58.7307,-59.4202,-58.5544,-59.2852,-59.8551,-58.7688,-58.4425,-59.9431,-58.259,-58.8054,-59.3689,-58.6132,-58.5747,-59.7049,-59.3372,-59.4995,-59.6227,-59.61,-58.6247
4.2,-59.8187,-59.8374,-58.9282,-59.8751,-59.7052,-59.8566,-59.5996,-59.9094,-59.1212,-59.5612,-58.742,-59.4263,-58.5518,-59.1973,-59.8569,-58.7823,-58.4338,-59.9438,-58.2391,-58.7605,-59.3767,-58.625,-58.5839,-59.7086,-59.3449,-59.5057,-59.5717,-59.6148,-58.6245
4.3,-59.821,-59.8394,-58.9411,-59.8767,-59.7088,-59.7756,-59.6046,-59.9105,-59.0865,-59.5666,-58.7536,-59.4325,-58.5512,-59.1199,-59.8587,-58.7959,-58.4279,-59.9445,-58.2235,-58.7219,-59.3843,-58.6372,-58.5938,-59.7122,-59.3525,-59.5118,-59.5268,-59.6195,-58.6259
4.4,-59.8232,-59.8414,-58.9539,-59.8782,-59.7124,-59.7037,-59.6094,-59.9116,-59.0566,-59.5719,-58.7654,-59.4387,-58.5524,-59.0521,-59.8604,-58.8093,-58.4245,-59.9452,-58.2118,-58.6891,-59.3919,-58.6497,-58.6042,-59.7157,-59.3601,-59.5178,-59.4873,-59.6242,-58.5943
4.5,-59.8254,-59.8434,-58.9666,-59.8531,-59.6637,-59.6399,-59.6143,-59.9127,-59.0311,-59.5771,-58.7774,-59.4448,-58.5552,-58.9927,-59.8622,-58.8228,-58.4234,-59.9459,-58.2035,-58.6614,-59.3994,-58.6624,-58.6152,-59.7192,-59.3676,-59.5237,-59.4527,-59.6289,-58.5189
4.6,-59.8275,-59.8453,-58.9791,-59.7722,-59.5879,-59.5834,-59.619,-59.9138,-59.0095,-59.5823,-58.7895,-59.451,-58.5594,-58.9411,-59.8639,-58.8361,-58.4243,-59.9466,-58.1982,-58.6384,-59.4068,-58.6753,-58.6266,-59.7227,-59.3751,-59.5296,-59.4225,-59.6334,-58.4536
4.7,-59.8297,-59.8472,-58.9914,-59.7003,-59.5207,-59.5336,-59.6237,-59.9149,-58.9915,-59.5875,-58.8017,-59.4572,-58.5648,-58.8963,-59.8656,-58.8494,-58.4269,-59.9472,-58.1956,-58.6194,-59.414,-58.6884,-58.6384,-59.7261,-59.3825,-59.5354,-59.3962,-59.638,-58.3973
4.8,-59.8318,-59.8491,-59.0036,-59.6365,-59.4615,-59.4897,-59.6284,-59.9159,-58.9766,-59.5926,-58.8141,-59.4633,-58.5714,-58.8578,-59.8672,-58.8627,-58.4311,-59.9479,-58.1954,-58.6042,-59.4212,-58.7016,-58.6505,-59.7295,-59.3898,-59.5411,-59.3735,-59.6424,-58.3491
4.9,-59.8339,-59.851,-59.0157,-59.5801,-59.4093,-59.4511,-59.6329,-59.917,-58.9645,-59.5976,-58.8265,-59.4694,-58.5789,-58.8248,-59.8689,-58.8758,-58.4367,-59.9485,-58.1974,-58.5923,-59.4284,-58.715,-58.6629,-59.7329,-59.3971,-59.5467,-59.354,-59.6469,-58.3081
5,-59.7507,-59.8528,-59.0277,-59.5303,-59.3634,-59.4174,-59.6375,-59.918,-58.955,-59.6025,-58.839,-59.4755,-58.5873,-58.7968,-59.8705,-58.8889,-58.4436,-59.9492,-58.2014,-58.5834,-59.4354,-58.7284,-58.6756,-59.7362,-59.4043,-59.5523,-59.3373,-59.6512,-58.2737
5.1,-59.6768,-59.8547,-59.0395,-59.4864,-59.3233,-59.3881,-59.6419,-59.919,-58.9478,-59.6074,-58.8514,-59.4816,-58.5965,-58.6896,-59.8721,-58.9018,-58.4515,-59.9498,-58.207,-58.5771,-59.4423,-58.7418,-58.6885,-59.7394,-59.4114,-59.5578,-59.3233,-59.6555,-58.2451
5.2,-59.6113,-59.8565,-59.0511,-59.4479,-59.2884,-59.3626,-59.6464,-59.92,-58.9426,-59.6123,-58.8639,-59.4876,-58.6063,-58.5958,-59.8737,-58.9147,-58.4605,-59.9504,-58.2142,-58.5732,-59.4492,-58.7553,-58.7015,-59.7426,-59.4185,-59.5633,-59.3116,-59.6598,-58.2217
5.3,-59.5533,-59.8582,-59.0627,-59.4143,-59.258,-59.3406,-59.6507,-59.921,-58.9392,-59.617,-58.8764,-59.4936,-58.6167,-58.514,-59.8753,-58.9274,-58.4703,-59.9511,-58.2226,-58.5714,-59.456,-58.7688,-58.7146,-59.7458,-59.4255,-59.5687,-59.3019,-59.664,-58.2031
5.4,-59.5022,-59.86,-59.0741,-59.3849,-59.2319,-59.3218,-59.655,-59.922,-58.9374,-59.6218,-58.8889,-59.4996,-58.6276,-58.443,-59.8768,-58.9401,-58.4808,-59.9517,-58.2323,-58.5715,-59.4626,-58.7823,-58.7279,-59.749,-59.4324,-59.574,-59.2942,-59.6681,-58.1886
5.5,-59.4572,-59.8617,-59.0853,-59.3595,-59.2095,-59.3059,-59.6593,-59.923,-58.9371,-59.6264,-58.9013,-59.5055,-58.639,-58.3817,-59.8783,-58.9526,-58.492,-59.9523,-58.243,-58.5733,-59.4693,-58.7958,-58.7412,-59.7521,-59.4393,-59.5792,-59.2881,-59.6722,-58.1778
5.6,-59.4177,-59.8634,-59.0965,-59.3376,-59.1904,-59.2925,-59.6635,-59.9239,-58.9381,-59.631,-58.9137,-59.5113,-58.6507,-58.329,-59.8798,-58.9651,-58.5037,-59.9529,-58.2546,-58.5766,-59.4758,-58.8093,-58.7545,-59.7551,-59.446,-59.5844,-59.2835,-59.6763,-58.1704
5.7,-59.3832,-59.8651,-59.1075,-59.3188,-59.1744,-59.2813,-59.6676,-59.9249,-58.9403,-59.6356,-58.9261,-59.5171,-58.6628,-58.2841,-59.8813,-58.9774,-58.516,-59.9534,-58.267,-58.5812,-59.4822,-58.8227,-58.7679,-59.7582,-59.4527,-59.5895,-59.2201,-59.6803,-58.166
5.8,-59.3532,-59.8668,-59.1184,-59.3029,-59.1611,-59.2723,-59.6718,-59.9258,-58.9434,-59.6401,-58.9384,-59.5229,-58.6752,-58.2463,-59.8828,-58.9896,-58.5287,-59.954,-58.2802,-58.587,-59.4886,-58.836,-58.7813,-59.7612,-59.4594,-59.5946,-59.1403,-59.6842,-58.1642
5.9,-59.3272,-59.8685,-59.1291,-59.2895,-59.1503,-59.265,-59.6758,-59.9267,-58.9475,-59.6445,-58.9506,-59.5286,-58.6877,-58.2146,-59.8843,-59.0016,-58.5417,-59.9546,-58.2939,-58.5939,-59.4949,-58.8493,-58.7947,-59.7641,-59.466,-59.5996,-59.0702,-59.6881,-58.1648
6,-59.3048,-59.8701,-59.1397,-59.2785,-59.1416,-59.2595,-59.6798,-59.9276,-58.9524,-59.6489,-58.9627,-59.5342,-58.7005,-58.1886,-59.8857,-59.0136,-58.5551,-59.9552,-58.3081,-58.6017,-59.5011,-58.8625,-58.8081,-59.767,-59.4725,-59.6045,-59.0089,-59.692,-58.1675
6.1,-59.2856,-59.8717,-59.1502,-59.2694,-59.1349,-59.2554,-59.6838,-59.9285,-58.958,-59.6532,-58.9748,-59.5398,-58.7134,-58.1676,-59.8871,-59.0254,-58.5687,-59.9033,-58.3228,-58.6102,-59.5073,-58.8756,-58.8214,-59.7699,-59.4789,-59.6094,-58.9554,-59.6958,-58.1721
6.2,-59.2694,-59.8733,-59.1606,-59.2622,-59.1299,-59.2526,-59.6877,-59.9294,-58.9642,-59.6575,-58.9867,-59.5454,-58.7265,-58.151,-59.8885,-59.0371,-58.5825,-59.8241,-58.3379,-58.6195,-59.5133,-58.8887,-58.8347,-59.7728,-59.4852,-59.6142,-58.909,-59.6995,-58.1784
6.3,-59.2558,-59.8749,-59.1708,-59.2567,-59.1265,-59.2511,-59.6915,-59.9303,-58.971,-59.6617,-58.9986,-59.5508,-58.7396,-58.1385,-59.8899,-59.0487,-58.5965,-59.7537,-58.3533,-58.6295,-59.5193,-58.9016,-58.848,-59.7756,-59.4915,-59.619,-58.869,-59.7033,-58.1861
6.4,-59.2445,-59.8764,-59.181,-59.2527,-59.1245,-59.2505,-59.6953,-59.9312,-58.9783,-59.6659,-59.0104,-59.5563,-58.7528,-58.1296,-59.8913,-59.0602,-58.6107,-59.6912,-58.369,-58.64,-59.5252,-58.9145,-58.8611,-59.7784,-59.4977,-59.6237,-58.8347,-59.7069,-58.1952
6.5,-59.2354,-59.878,-59.191,-59.2499,-59.1238,-59.251,-59.6991,-59.932,-58.986,-59.67,-59.0221,-59.5616,-58.7661,-58.1238,-59.8926,-59.0715,-58.625,-59.6359,-58.3849,-58.6509,-59.5311,-58.9272,-58.8742,-59.7811,-59.5039,-59.6283,-58.8056,-59.7105,-58.2054
6.6,-59.2281,-59.8795,-59.2009,-59.2484,-59.1242,-59.2523,-59.7028,-59.9329,-58.9941,-59.6741,-59.0337,-59.567,-58.7794,-58.121,-59.8939,-59.0827,-58.6393,-59.587,-58.401,-58.6623,-59.5369,-58.9399,-58.8872,-59.7838,-59.5099,-59.6329,-58.781,-59.7141,-58.2166
6.7,-59.2226,-59.881,-59.2106,-59.2479,-59.1256,-59.2543,-59.7065,-59.9337,-59.0024,-59.6781,-59.0451,-59.5722,-58.7927,-58.1206,-59.8953,-59.0938,-58.6537,-59.5438,-58.4173,-58.674,-59.5161,-58.9524,-58.9001,-59.7865,-59.5159,-59.6375,-58.7605,-59.7177,-58.2287
6.8,-59.2186,-59.8824,-59.2203,-59.2484,-59.1278,-59.257,-59.7101,-59.9345,-59.0111,-59.6821,-59.0565,-59.5774,-58.806,-58.1226,-59.8966,-59.1048,-58.6681,-59.5059,-58.4336,-58.686,-59.4398,-58.9648,-58.913,-59.7891,-59.5219,-59.6419,-58.7438,-59.7211,-58.2416
6.9,-59.2159,-59.8839,-59.2298,-59.2497,-59.1309,-59.2603,-59.7137,-59.8914,-59.02,-59.686,-59.0678,-59.5826,-58.8192,-58.1265,-59.8978,-59.0893,-58.6826,-59.4726,-58.45,-58.6983,-59.3725,-58.9771,-58.9257,-59.7917,-59.5277,-59.6464,-58.7304,-59.7246,-58.2551
7,-59.2145,-59.8853,-59.2393,-59.2518,-59.1347,-59.2641,-59.7172,-59.8116,-59.0291,-59.6899,-59.0789,-59.5877,-58.8324,-58.1323,-59.8991,-59.0188,-58.697,-59.4436,-58.4665,-58.7107,-59.3132,-58.9893,-58.9383,-59.7943,-59.5335,-59.6507,-58.7199,-59.728,-58.2693
7.1,-59.2141,-59.8868,-59.2486,-59.2545,-59.139,-59.2683,-59.7207,-59.7406,-59.0384,-59.6937,-59.09,-59.5927,-58.8456,-58.1396,-59.9004,-58.9571,-58.7114,-59.4184,-58.483,-58.7234,-59.2612,-59.0014,-58.9508,-59.7969,-59.5392,-59.655,-58.7121,-59.7314,-58.2839
7.2,-59.2147,-59.8882,-59.2578,-59.2578,-59.144,-59.273,-59.7242,-59.6777,-59.0478,-59.6975,-59.1009,-59.5977,-58.8587,-58.1483,-59.9016,-58.9033,-58.7258,-59.3966,-58.4995,-58.7362,-59.2157,-59.0133,-58.9633,-59.7994,-59.5449,-59.6593,-58.7067,-59.7347,-58.299
7.3,-59.2162,-59.8895,-59.2669,-59.2616,-59.1494,-59.2781,-59.7276,-59.6219,-59.0573,-59.7013,-59.1117,-59.6026,-58.8718,-58.1583,-59.9028,-58.8568,-58.7402,-59.3778,-58.516,-58.7491,-59.1761,-59.0252,-58.9756,-59.8019,-59.5505,-59.6635,-58.7034,-59.738,-58.3145
7.4,-59.2185,-59.8909,-59.2758,-59.2659,-59.1552,-59.2834,-59.6872,-59.5726,-59.0669,-59.705,-59.1224,-59.6075,-58.8848,-58.1694,-59.904,-58.8167,-58.7544,-59.3619,-58.5324,-58.7621,-59.1418,-59.0369,-58.9877,-59.8043,-59.556,-59.6677,-58.702,-59.7412,-58.3303
7.5,-59.2214,-59.8923,-59.2847,-59.2706,-59.1615,-59.2126,-59.6102,-59.5292,-59.0766,-59.7086,-59.133,-59.6123,-58.8977,-58.1814,-59.9052,-58.7824,-58.7686,-59.3484,-58.5488,-58.7752,-59.1122,-59.0484,-58.9998,-59.8067,-59.5614,-59.6718,-58.7023,-59.7444,-58.3463
7.6,-59.225,-59.8936,-59.2935,-59.2757,-59.168,-59.1424,-59.542,-59.491,-59.0864,-59.7122,-59.1434,-59.617,-58.9105,-58.1943,-59.9064,-58.7533,-58.7828,-59.3371,-58.5652,-58.7882,-59.0869,-59.0599,-59.0118,-59.8091,-59.5668,-59.6758,-58.7041,-59.7476,-58.3625
7.7,-59.2291,-59.8949,-59.3021,-59.2811,-59.1748,-59.081,-59.4818,-59.4576,-59.0961,-59.7158,-59.1538,-59.6217,-58.9232,-58.2079,-59.9076,-58.7288,-58.7968,-59.3279,-58.5814,-58.8014,-59.0655,-59.0712,-59.0236,-59.8115,-59.5722,-59.6798,-58.7072,-59.7507,-58.379
7.8,-59.2336,-59.8962,-59.3107,-59.2867,-59.1819,-59.0273,-59.4287,-59.4284,-59.1059,-59.7193,-59.1641,-59.6264,-58.9358,-58.2221,-59.9087,-58.7085,-58.8108,-59.3204,-58.5976,-58.8145,-59.0474,-59.0825,-59.0353,-59.8138,-59.5774,-59.6838,-58.7116,-59.7538,-58.3955
