# time,sweep00,sweep01,sweep02,sweep03,sweep04,sweep05,sweep06,sweep07,sweep08,sweep09,sweep10,sweep11,sweep12,sweep13,sweep14,sweep15,sweep16,sweep17,sweep18,sweep19,sweep20,sweep21,sweep22,sweep23,sweep24,sweep25,sweep26,sweep27,sweep28
33.2,-59.028,-59.6212,-58.7091,-58.8388,-58.6555,-59.6581,-59.7673,-59.2917,-59.1082,-59.8495,-58.702,-59.6281,-59.55,-59.8237,-59.9962,-59.4096,-59.949,-59.8971,-58.7364,-59.3852,-58.5989,-59.7939,-59.9589,-59.8915,-58.4114,-59.3401,-58.5977,-59.8801,-58.4341
33.3,-59.0399,-59.6259,-58.6671,-58.8514,-58.6699,-59.6623,-59.7702,-59.3003,-59.0563,-59.8513,-58.6503,-59.6062,-59.5555,-59.8259,-59.9962,-59.4168,-59.9496,-59.8983,-58.6957,-59.392,-58.609,-59.7964,-59.9594,-59.8928,-58.4286,-59.3479,-58.6146,-59.8816,-58.4461
33.4,-59.0516,-59.6305,-58.6313,-58.864,-58.6843,-59.6665,-59.7731,-59.3088,-59.0111,-59.8532,-58.606,-59.5287,-59.561,-59.828,-59.9963,-59.424,-59.9502,-59.8996,-58.6611,-59.3987,-58.6196,-59.799,-59.9599,-59.8942,-58.4458,-59.3557,-58.6313,-59.883,-58.4586
33.5,-59.0632,-59.6351,-58.601,-58.8765,-58.6987,-59.6706,-59.7759,-59.3172,-58.972,-59.855,-58.5681,-59.4601,-59.5664,-59.8302,-59.9963,-59.4311,-59.9508,-59.9008,-58.6318,-59.4054,-58.6308,-59.8014,-59.9604,-59.8955,-58.463,-59.3634,-58.6478,-59.8845,-58.4716
33.6,-59.0746,-59.6396,-58.5757,-58.8891,-58.7131,-59.6747,-59.7786,-59.3255,-58.9384,-59.8568,-58.5361,-59.3997,-59.5717,-59.8323,-59.9964,-59.438,-59.9515,-59.9021,-58.6074,-59.4121,-58.6423,-59.8039,-59.9609,-59.8968,-58.4802,-59.3711,-58.6641,-59.8859,-58.4849
33.7,-59.0859,-59.644,-58.5548,-58.9016,-58.7275,-59.6787,-59.7814,-59.3337,-58.9098,-59.8586,-58.5094,-59.3465,-59.577,-59.8343,-59.9964,-59.4449,-59.9521,-59.9033,-58.5872,-59.4188,-58.6542,-59.8063,-59.9614,-59.8981,-58.4972,-59.3786,-58.6802,-59.8873,-58.4987
33.8,-59.0971,-59.6484,-58.538,-58.914,-58.7418,-59.6827,-59.7403,-59.3419,-58.8855,-59.8603,-58.4873,-59.2998,-59.5822,-59.8364,-59.9965,-59.4517,-59.9527,-59.9045,-58.571,-59.4255,-58.6665,-59.8087,-59.9619,-59.8993,-58.5143,-59.3861,-58.6961,-59.8887,-58.5127
33.9,-59.1081,-59.6528,-58.5247,-58.9264,-58.756,-59.6866,-59.6625,-59.3499,-58.8652,-59.8621,-58.4695,-59.2591,-59.5873,-59.8384,-59.9965,-59.4585,-59.9532,-59.9057,-58.5582,-59.4321,-58.6789,-59.8111,-59.9624,-59.9006,-58.5312,-59.3935,-58.7119,-59.8901,-58.5269
34,-59.119,-59.6571,-58.5146,-58.9387,-58.7702,-59.6905,-59.5936,-59.3578,-58.8485,-59.8638,-58.4554,-59.2237,-59.5924,-59.8404,-59.9965,-59.4651,-59.9538,-59.9068,-58.5486,-59.4387,-58.6916,-59.8134,-59.9628,-59.9018,-58.548,-59.4008,-58.7274,-59.8915,-58.5413
34.1,-59.1297,-59.6613,-58.5074,-58.951,-58.7843,-59.6943,-59.5327,-59.2972,-58.835,-59.8655,-58.4447,-59.193,-59.5974,-59.8424,-59.9966,-59.4717,-59.9544,-59.908,-58.5417,-59.4452,-58.7045,-59.8157,-59.9633,-59.903,-58.5647,-59.4081,-58.7428,-59.8928,-58.5559
34.2,-59.1404,-59.6655,-58.5028,-58.9631,-58.7983,-59.6981,-59.4789,-59.2279,-58.8243,-59.8671,-58.437,-59.1666,-59.6024,-59.8444,-59.9966,-59.4782,-59.955,-59.9091,-58.5373,-59.4517,-58.7175,-59.818,-59.9638,-59.9042,-58.5813,-59.4152,-58.758,-59.8941,-58.5707
34.3,-59.1509,-59.6696,-58.5004,-58.9752,-58.8122,-59.7018,-59.4316,-59.1671,-58.8162,-59.8688,-58.432,-59.1441,-59.6073,-59.8463,-59.9967,-59.4846,-59.9555,-59.9103,-58.5351,-59.4582,-58.7306,-59.8203,-59.9642,-59.9054,-58.5978,-59.4223,-58.7731,-59.8955,-58.5855
34.4,-59.1613,-59.6737,-58.5001,-58.9872,-58.8261,-59.7055,-59.3901,-59.0706,-58.8103,-59.8704,-58.4294,-59.1251,-59.6121,-59.8482,-59.9967,-59.4909,-59.9561,-59.9114,-58.5349,-59.4646,-58.7438,-59.8225,-59.9647,-59.9066,-58.6141,-59.4294,-58.7879,-59.8967,-58.6004
34.5,-59.1715,-59.6777,-58.5016,-58.9991,-58.8398,-59.7091,-59.3538,-58.9449,-58.8065,-59.872,-58.429,-59.1091,-59.6169,-59.8501,-59.9968,-59.4972,-59.9566,-59.9125,-58.5364,-59.4709,-58.757,-59.8247,-59.9651,-59.9078,-58.6303,-59.4363,-58.8026,-59.898,-58.6153
34.6,-59.1816,-59.6817,-58.5047,-59.0109,-58.8534,-59.7127,-59.3222,-58.8344,-58.8046,-59.8736,-58.4305,-59.0959,-59.6216,-59.8519,-59.9968,-59.5034,-59.9572,-59.9136,-58.5396,-59.4772,-58.7703,-59.8269,-59.9655,-59.9089,-58.6464,-59.4432,-58.8171,-59.8993,-58.6303
34.7,-59.1917,-59.6856,-58.5092,-59.0226,-58.8669,-59.7163,-59.2948,-58.7374,-58.8042,-59.8752,-58.4337,-59.0853,-59.6263,-59.8538,-59.9968,-59.5095,-59.9577,-59.9146,-58.5441,-59.4835,-58.7836,-59.829,-59.966,-59.91,-58.6624,-59.45,-58.8315,-59.9005,-58.6452
34.8,-59.2015,-59.6895,-58.5151,-59.0342,-58.8803,-59.7198,-59.2712,-58.6526,-58.8054,-59.8767,-58.4384,-59.0768,-59.6309,-59.8556,-59.9969,-59.5155,-59.9582,-59.9157,-58.5498,-59.4896,-58.7969,-59.8311,-59.9664,-59.9111,-58.6782,-59.4567,-58.8457,-59.9018,-58.6601
34.9,-59.2113,-59.6934,-58.522,-59.0457,-58.8935,-59.7233,-59.2511,-58.5787,-58.8078,-59.8782,-58.4444,-59.0704,-59.6354,-59.8574,-59.9969,-59.5215,-59.9587,-59.9168,-58.5567,-59.4958,-58.8102,-59.8332,-59.9668,-59.9122,-58.6938,-59.4633,-58.8597,-59.903,-58.675
35,-59.221,-59.6971,-58.5299,-59.057,-58.9067,-59.7267,-59.234,-58.5147,-58.8114,-59.8797,-58.4516,-59.0658,-59.6399,-59.8591,-59.997,-59.5274,-59.9592,-59.9178,-58.5645,-59.5018,-58.8235,-59.8353,-59.9672,-59.9133,-58.7093,-59.4699,-58.8735,-59.9042,-58.6899
35.1,-59.2305,-59.7009,-58.5388,-59.0683,-58.9197,-59.7301,-59.2197,-58.4594,-58.816,-59.8812,-58.4599,-59.0628,-59.6444,-59.8609,-59.997,-59.5332,-59.9598,-59.9188,-58.5731,-59.5078,-58.8367,-59.8373,-59.9676,-59.9144,-58.7247,-59.4763,-58.8872,-59.9054,-58.7047
35.2,-59.2399,-59.7046,-58.5484,-59.0795,-58.9326,-59.7334,-59.2079,-58.4121,-58.8215,-59.8827,-58.4691,-59.0612,-59.6488,-59.8626,-59.997,-59.5389,-59.9603,-59.9198,-58.5826,-59.5138,-58.8499,-59.8394,-59.968,-59.9155,-58.7399,-59.4827,-58.9007,-59.9066,-58.7194
35.3,-59.2492,-59.7082,-58.5586,-59.0905,-58.9453,-59.7367,-59.1982,-58.3719,-58.8278,-59.8842,-58.4791,-59.0609,-59.6531,-59.8643,-59.9971,-59.5446,-59.9607,-59.9208,-58.5926,-59.5197,-58.863,-59.8413,-59.9684,-59.9165,-58.7549,-59.4891,-58.9141,-59.9077,-58.7341
35.4,-59.2584,-59.7118,-58.5695,-59.1014,-58.9579,-59.74,-59.1906,-58.338,-58.8348,-59.8856,-58.4898,-59.0618,-59.6574,-59.866,-59.9971,-59.5502,-59.9612,-59.9218,-58.6033,-59.5255,-58.8329,-59.8433,-59.9688,-59.9176,-58.7698,-59.4953,-58.9273,-59.9089,-58.7486
35.5,-59.2675,-59.7154,-58.5809,-59.1123,-58.9704,-59.7432,-59.1848,-58.3098,-58.8424,-59.887,-58.5012,-59.0637,-59.6616,-59.8677,-59.9971,-59.5558,-59.9617,-59.9228,-58.6144,-59.5312,-58.7668,-59.8453,-59.9692,-59.9186,-58.7845,-59.5015,-58.9404,-59.91,-58.7631
35.6,-59.2765,-59.7189,-58.5927,-59.123,-58.9828,-59.7463,-59.1805,-58.2867,-58.8506,-59.8884,-58.5131,-59.0665,-59.6658,-59.8693,-59.9972,-59.5612,-59.9622,-59.9237,-58.626,-59.5369,-58.7094,-59.8472,-59.9696,-59.8843,-58.7991,-59.5076,-58.9533,-59.9111,-58.7775
35.7,-59.2854,-59.7224,-58.6049,-59.1335,-58.995,-59.7495,-59.1777,-58.2682,-58.8593,-59.8898,-58.5254,-59.0701,-59.6699,-59.8709,-59.9972,-59.5666,-59.9627,-59.9247,-58.638,-59.5426,-58.6598,-59.8491,-59.97,-59.8037,-58.8135,-59.5137,-58.966,-59.9122,-58.7917
35.8,-59.2941,-59.7258,-58.6175,-59.144,-59.0072,-59.7526,-59.1762,-58.2538,-58.8684,-59.8912,-58.5382,-59.0744,-59.674,-59.8725,-59.9972,-59.572,-59.9631,-59.9256,-58.6502,-59.5481,-58.6172,-59.8509,-59.9703,-59.7321,-58.7931,-59.5196,-58.9786,-59.9133,-58.8059
35.9,-59.3028,-59.7292,-58.6303,-59.1544,-59.0191,-59.7556,-59.1758,-58.243,-58.8778,-59.8925,-58.5513,-59.0793,-59.678,-59.8741,-59.9973,-59.5773,-59.9636,-59.9265,-58.6628,-59.5536,-58.581,-59.8528,-59.9707,-59.6686,-58.7273,-59.5255,-58.991,-59.9144,-58.8199
36,-59.3113,-59.7326,-58.6433,-59.1646,-59.031,-59.7587,-59.1764,-58.2355,-58.8875,-59.8939,-58.5647,-59.0848,-59.682,-59.8757,-59.9973,-59.5825,-59.964,-59.9274,-58.6755,-59.5591,-58.5504,-59.8546,-59.9711,-59.6124,-58.6702,-59.5314,-59.0033,-59.9154,-58.8338
36.1,-59.3198,-59.7006,-58.6566,-59.1747,-59.0427,-59.7617,-59.178,-58.2309,-58.8975,-59.8952,-58.5784,-59.0908,-59.6859,-59.8772,-59.9973,-59.5876,-59.9645,-59.9283,-58.6885,-59.5645,-58.5249,-59.8564,-59.9714,-59.5627,-58.6209,-59.5371,-59.0155,-59.9165,-58.8476
36.2,-59.3281,-59.6226,-58.67,-59.1848,-59.0543,-59.7646,-59.1803,-58.2289,-58.9078,-59.8965,-58.5922,-59.0973,-59.6898,-59.8787,-59.9974,-59.5927,-59.9649,-59.9292,-58.7016,-59.5698,-58.5039,-59.8582,-59.9718,-59.5189,-58.5787,-59.5428,-59.0275,-59.9175,-58.8613
36.3,-59.3364,-59.5536,-58.6835,-59.1947,-59.0657,-59.7675,-59.1152,-58.2293,-58.9182,-59.8978,-58.6062,-59.1041,-59.6936,-59.8802,-59.9974,-59.5977,-59.9654,-59.9301,-58.7148,-59.5751,-58.487,-59.8599,-59.9721,-59.4804,-58.5428,-59.5484,-59.0393,-59.9186,-58.8748
36.4,-59.3445,-59.4925,-58.6971,-59.2045,-59.0771,-59.7704,-59.0422,-58.2317,-58.9288,-59.899,-58.6204,-59.1112,-59.6974,-59.8817,-59.9974,-59.6027,-59.9658,-59.931,-58.6768,-59.5803,-58.4737,-59.8617,-59.9725,-59.4467,-58.5126,-59.554,-59.0511,-59.9196,-58.8882
36.5,-59.3526,-59.4387,-58.7108,-59.2141,-59.0883,-59.7732,-58.9782,-58.2359,-58.9395,-59.9003,-58.6346,-59.1186,-59.7012,-59.8832,-59.9975,-59.6076,-59.9662,-59.9318,-58.6122,-59.5854,-58.4637,-59.8634,-59.9728,-59.4173,-58.4874,-59.5595,-59.0626,-59.9206,-58.9015
36.6,-59.3605,-59.3913,-58.7245,-59.2237,-59.0993,-59.776,-58.9225,-58.2418,-58.9503,-59.9015,-58.6489,-59.1263,-59.7048,-59.8846,-59.9975,-59.6124,-59.9666,-59.9327,-58.5564,-59.5905,-58.4567,-59.8651,-59.9732,-59.3918,-58.4668,-59.5649,-59.0741,-59.9215,-58.9146
36.7,-59.3684,-59.3499,-58.7383,-59.2332,-59.1103,-59.7788,-58.8742,-58.2491,-58.9612,-59.9027,-58.6633,-59.1342,-59.7085,-59.8861,-59.9975,-59.6172,-59.967,-59.9335,-58.5084,-59.5955,-58.4522,-59.8668,-59.9735,-59.3697,-58.4503,-59.5703,-59.0854,-59.9225,-58.9276
36.8,-59.3761,-59.3137,-58.752,-59.2425,-59.1211,-59.7815,-58.8324,-58.2577,-58.9721,-59.9039,-58.6777,-59.1422,-59.7121,-59.8875,-59.9976,-59.6219,-59.9675,-59.9343,-58.4675,-59.6005,-58.45,-59.8684,-59.9738,-59.3508,-58.4374,-59.5755,-59.0966,-59.9235,-58.9405
36.9,-59.3838,-59.2822,-58.7658,-59.2518,-59.1318,-59.7843,-58.7966,-58.2674,-58.9831,-59.9051,-58.6921,-59.1504,-59.7157,-59.8889,-59.9976,-59.6266,-59.9679,-59.9352,-58.4328,-59.6054,-58.45,-59.87,-59.9741,-59.3347,-58.4278,-59.5808,-59.1076,-59.9244,-58.9532
37,-59.3913,-59.255,-58.7795,-59.2609,-59.1424,-59.7869,-58.7662,-58.2781,-58.9941,-59.9063,-58.7065,-59.1587,-59.7192,-59.8902,-59.9976,-59.6312,-59.9683,-59.936,-58.4039,-59.6102,-58.4517,-59.8717,-59.9745,-59.3211,-58.4211,-59.5859,-59.1185,-59.9254,-58.9658
37.1,-59.3988,-59.2316,-58.7932,-59.2699,-59.1528,-59.7896,-58.7405,-58.2897,-59.0051,-59.9075,-58.7208,-59.1671,-59.7226,-59.8916,-59.9977,-59.6358,-59.9687,-59.9368,-58.38,-59.615,-58.4552,-59.8733,-59.9748,-59.3098,-58.417,-59.591,-59.1293,-59.9263,-58.9783
37.2,-59.4062,-59.2117,-58.8068,-59.2788,-59.1631,-59.7922,-58.7192,-58.302,-59.0161,-59.9086,-58.7351,-59.1757,-59.7261,-59.893,-59.9977,-59.6403,-59.969,-59.9375,-58.3606,-59.6198,-58.46,-59.8748,-59.9751,-59.3006,-58.4153,-59.5961,-59.1399,-59.9272,-58.9906
37.3,-59.4135,-59.1949,-58.8204,-59.2877,-59.1733,-59.7947,-58.7016,-58.3151,-59.027,-59.9098,-58.7494,-59.1842,-59.7295,-59.8943,-59.9977,-59.6447,-59.9694,-59.9383,-58.3454,-59.6244,-58.4662,-59.8764,-59.9754,-59.2932,-58.4156,-59.6011,-59.1504,-59.9281,-59.0028
37.4,-59.4207,-59.1808,-58.8339,-59.2964,-59.1834,-59.7973,-58.6876,-58.3286,-59.038,-59.9109,-58.7636,-59.1928,-59.7328,-59.8956,-59.9977,-59.6491,-59.9698,-59.9391,-58.3337,-59.6291,-58.4735,-59.8779,-59.9757,-59.2874,-58.4177,-59.606,-59.1608,-59.929,-59.0149
37.5,-59.4278,-59.1693,-58.8473,-59.305,-59.1934,-59.7998,-58.6766,-58.3427,-59.0489,-59.912,-58.7777,-59.2015,-59.7361,-59.8969,-59.9978,-59.6534,-59.9702,-59.9398,-58.3253,-59.6336,-58.4819,-59.8528,-59.976,-59.2831,-58.4215,-59.6108,-59.1711,-59.9299,-59.0268
37.6,-59.4349,-59.16,-58.8606,-59.3135,-59.2032,-59.8023,-58.6684,-58.3573,-59.0597,-59.9131,-58.7918,-59.2101,-59.7394,-59.8982,-59.9978,-59.6577,-59.9706,-59.9406,-58.3199,-59.6381,-58.4911,-59.7719,-59.9763,-59.2801,-58.4268,-59.6156,-59.1812,-59.9308,-59.0386
37.7,-59.4418,-59.1527,-58.8738,-59.3219,-59.213,-59.8047,-58.6627,-58.3721,-59.0705,-59.9142,-58.8058,-59.2188,-59.7426,-59.8994,-59.9978,-59.6619,-59.9709,-59.9413,-58.317,-59.6426,-58.5011,-59.7,-59.9766,-59.2783,-58.4333,-59.6204,-59.1912,-59.9316,-59.0502
37.8,-59.4487,-59.1472,-58.887,-59.3302,-59.2226,-59.8071,-58.6592,-58.3873,-59.0812,-59.9152,-58.8196,-59.2274,-59.7458,-59.9007,-59.9979,-59.6661,-59.9713,-59.942,-58.3164,-59.647,-58.5118,-59.6362,-59.9769,-59.2775,-58.441,-59.625,-59.2011,-59.9325,-59.0617
37.9,-59.4555,-59.1433,-58.9,-59.3384,-59.2321,-59.8095,-58.6576,-58.4028,-59.0919,-59.9163,-58.8334,-59.2361,-59.7489,-59.9019,-59.9979,-59.6702,-59.9716,-59.9428,-58.3179,-59.6514,-58.5231,-59.5798,-59.9772,-59.2777,-58.4497,-59.6297,-59.2109,-59.9333,-59.0731
38,-59.4622,-59.1408,-58.913,-59.3465,-59.2415,-59.8119,-58.6578,-58.4185,-59.1025,-59.9173,-58.847,-59.2447,-59.752,-59.9031,-59.9979,-59.6743,-59.972,-59.9435,-58.3212,-59.6557,-58.5349,-59.53,-59.9775,-59.2787,-58.4593,-59.6342,-59.2206,-59.9341,-59.0844
38.1,-59.4688,-59.1396,-58.9258,-59.3545,-59.2508,-59.8142,-58.6596,-58.4343,-59.113,-59.9183,-58.8606,-59.2533,-59.7551,-59.9043,-59.9979,-59.6783,-59.9723,-59.9442,-58.3262,-59.6599,-58.5472,-59.4862,-59.9777,-59.2805,-58.4697,-59.6388,-59.2301,-59.935,-59.0955
38.2,-59.4753,-59.1396,-58.9385,-59.3624,-59.2599,-59.8165,-58.6628,-58.4502,-59.1234,-59.9193,-58.874,-59.2618,-59.7581,-59.9055,-59.998,-59.6823,-59.9727,-59.9449,-58.3326,-59.6641,-58.5599,-59.4477,-59.978,-59.2829,-58.4808,-59.6432,-59.2395,-59.9358,-59.1065
38.3,-59.4818,-59.1406,-58.9511,-59.3702,-59.269,-59.8188,-58.6672,-58.4663,-59.1338,-59.9203,-58.8873,-59.2703,-59.7611,-59.9067,-59.998,-59.6862,-59.973,-59.9456,-58.3402,-59.6682,-58.5729,-59.414,-59.9783,-59.2859,-58.4924,-59.6476,-59.2488,-59.9366,-59.1174
38.4,-59.4881,-59.1425,-58.9636,-59.378,-59.2779,-59.821,-58.6728,-58.4824,-59.144,-59.9213,-58.9005,-59.2787,-59.7641,-59.9078,-59.998,-59.6901,-59.9734,-59.9462,-58.349,-59.6723,-58.5862,-59.3847,-59.9786,-59.2895,-58.5046,-59.652,-59.258,-59.9373,-59.1282
38.5,-59.4944,-59.1452,-58.9759,-59.3856,-59.2868,-59.8232,-58.6793,-58.4986,-59.1542,-59.9223,-58.9136,-59.2871,-59.767,-59.909,-59.998,-59.6939,-59.9737,-59.9469,-58.3588,-59.6764,-58.5997,-59.3592,-59.9788,-59.2935,-58.5172,-59.6563,-59.2671,-59.9381,-59.1388
38.6,-59.5007,-59.1487,-58.9882,-59.3931,-59.2955,-59.8254,-58.6866,-58.5148,-59.1642,-59.9233,-58.9265,-59.2955,-59.7699,-59.9101,-59.9981,-59.6977,-59.974,-59.9476,-58.3695,-59.6804,-58.6134,-59.3373,-59.9791,-59.2979,-58.5303,-59.6605,-59.2761,-59.9389,-59.1493
38.7,-59.5068,-59.1527,-59.0003,-59.4006,-59.3041,-59.8276,-58.6948,-58.531,-59.1742,-59.9242,-58.9393,-59.3037,-59.7727,-59.9112,-59.9981,-59.7014,-59.9743,-59.9482,-58.381,-59.6843,-58.6272,-59.3186,-59.9794,-59.3026,-58.5436,-59.6647,-59.285,-59.9396,-59.1597
38.8,-59.5129,-59.1574,-58.9362,-59.4079,-59.3127,-59.8297,-58.7036,-58.5472,-59.1841,-59.9252,-58.952,-59.312,-59.7755,-59.9123,-59.9981,-59.7051,-59.9747,-59.9489,-58.3931,-59.6882,-58.6412,-59.3027,-59.9796,-59.3077,-58.5572,-59.6688,-59.2938,-59.9404,-59.1699
38.9,-59.5189,-59.1625,-58.8724,-59.4152,-59.3211,-59.8318,-58.7129,-58.5633,-59.1939,-59.9261,-58.9646,-59.3201,-59.7783,-59.9134,-59.9981,-59.7088,-59.975,-59.9495,-58.4058,-59.6921,-58.6553,-59.2893,-59.9799,-59.3131,-58.5711,-59.6729,-59.3024,-59.9411,-59.18
39,-59.5248,-59.1681,-58.817,-59.4224,-59.3294,-59.8339,-58.7228,-58.5794,-59.2036,-59.927,-58.977,-59.3282,-59.7811,-59.9145,-59.9982,-59.7124,-59.9753,-59.9501,-58.419,-59.6959,-58.6694,-59.2782,-59.9801,-59.3187,-58.5851,-59.677,-59.311,-59.9419,-59.1901
39.1,-59.5307,-59.1741,-58.769,-59.4295,-59.3376,-59.836,-58.7331,-58.5955,-59.2132,-59.9279,-58.9893,-59.3362,-59.7838,-59.9156,-59.9982,-59.7159,-59.9756,-59.9507,-58.4327,-59.6996,-58.6836,-59.2692,-59.9804,-59.3245,-58.5993,-59.681,-59.3194,-59.9426,-59.2
39.2,-59.5364,-59.1804,-58.7277,-59.4365,-59.3458,-59.838,-58.7438,-58.6114,-59.2226,-59.9288,-59.0015,-59.3441,-59.7864,-59.9166,-59.9982,-59.7194,-59.9759,-59.9513,-58.4467,-59.7033,-58.6978,-59.262,-59.9806,-59.3305,-58.6136,-59.6849,-59.3278,-59.9433,-59.2097
39.3,-59.5422,-59.187,-58.6925,-59.4434,-59.3538,-59.84,-58.7549,-58.6273,-59.232,-59.9297,-59.0135,-59.3519,-59.7891,-59.9176,-59.9982,-59.7229,-59.9762,-59.952,-58.461,-59.707,-58.712,-59.2565,-59.9808,-59.3366,-58.628,-59.6888,-59.336,-59.944,-59.2194
39.4,-59.5478,-59.1939,-58.6627,-59.4503,-59.3617,-59.842,-58.7662,-58.643,-59.2413,-59.9306,-59.0254,-59.3597,-59.7917,-59.9187,-59.9982,-59.7263,-59.9765,-59.9525,-58.4756,-59.7106,-58.7262,-59.2524,-59.9811,-59.3428,-58.6425,-59.6926,-59.3442,-59.9447,-59.2289
39.5,-59.5534,-59.2009,-58.6377,-59.457,-59.3696,-59.844,-58.7778,-58.6587,-59.2505,-59.9314,-59.0372,-59.3674,-59.7943,-59.9197,-59.9983,-59.7297,-59.9768,-59.9531,-58.4905,-59.7142,-58.7404,-59.2497,-59.9813,-59.3492,-58.657,-59.6964,-59.3522,-59.9454,-59.2384
39.6,-59.5589,-59.2082,-58.617,-59.4637,-59.3773,-59.8459,-58.7895,-58.6743,-59.2596,-59.9323,-59.0488,-59.375,-59.7968,-59.9207,-59.9983,-59.7331,-59.9771,-59.9537,-58.5055,-59.7177,-58.7545,-59.2482,-59.9815,-59.3557,-58.6715,-59.7002,-59.3602,-59.9461,-59.2477
39.7,-59.5643,-59.2156,-58.6003,-59.4703,-59.3849,-59.8478,-58.8014,-58.6897,-59.2686,-59.9331,-59.0603,-59.3826,-59.7993,-59.9217,-59.9983,-59.7364,-59.9774,-59.9543,-58.5206,-59.7212,-58.7686,-59.2477,-59.9818,-59.3622,-58.686,-59.7039,-59.368,-59.9467,-59.2569
39.8,-59.5697,-59.2231,-58.5871,-59.4768,-59.3925,-59.8497,-58.8135,-58.705,-59.2774,-59.934,-59.0717,-59.39,-59.8018,-59.9226,-59.9983,-59.7396,-59.9776,-59.9549,-58.5358,-59.7247,-58.7826,-59.2482,-59.982,-59.3688,-58.7005,-59.7075,-59.3758,-59.9474,-59.266
39.9,-59.575,-59.2308,-58.5769,-59.4833,-59.4,-59.8516,-58.8256,-58.7202,-59.2862,-59.9348,-59.083,-59.3974,-59.8043,-59.9236,-59.9983,-59.7428,-59.9779,-59.9554,-58.5512,-59.7281,-58.7965,-59.2495,-59.9822,-59.3754,-58.715,-59.7112,-59.3835,-59.9481,-59.275
40,-59.5802,-59.2385,-58.5696,-59.4896,-59.4073,-59.8534,-58.8378,-58.7353,-59.2949,-59.9356,-59.0941,-59.4047,-59.8067,-59.9245,-59.9984,-59.746,-59.9782,-59.956,-58.5665,-59.7314,-58.8104,-59.2515,-59.9824,-59.382,-58.7294,-59.7147,-59.391,-59.9487,-59.2839
40.1,-59.5854,-59.2463,-58.5648,-59.4959,-59.4146,-59.8552,-58.8501,-58.7502,-59.3035,-59.9364,-59.1051,-59.412,-59.8091,-59.9255,-59.9984,-59.7492,-59.9785,-59.9565,-58.5819,-59.7347,-58.8241,-59.2543,-59.9827,-59.3887,-58.7438,-59.7183,-59.3985,-59.9493,-59.2926
40.2,-59.5905,-59.2542,-58.5622,-59.5021,-59.4218,-59.857,-58.8624,-58.765,-59.312,-59.9372,-59.116,-59.4191,-59.8115,-59.9264,-59.9984,-59.7523,-59.9787,-59.9571,-58.5974,-59.738,-58.8378,-59.2576,-59.9829,-59.3954,-58.7581,-59.7217,-59.4059,-59.95,-59.3013
40.3,-59.5956,-59.2621,-58.5616,-59.5082,-59.4289,-59.8588,-58.8747,-58.7797,-59.3204,-59.938,-59.1268,-59.4262,-59.8138,-59.9273,-59.9984,-59.7553,-59.979,-59.9576,-58.6128,-59.7413,-58.8513,-59.2614,-59.9831,-59.402,-58.7723,-59.7252,-59.4132,-59.9506,-59.3099
40.4,-59.6006,-59.27,-58.5627,-59.5143,-59.4359,-59.8605,-58.8871,-58.7942,-59.3287,-59.9387,-59.1374,-59.4332,-59.8161,-59.9282,-59.9984,-59.7584,-59.9793,-59.9581,-58.6281,-59.7445,-58.8648,-59.2657,-59.9833,-59.4087,-58.7864,-59.7286,-59.4204,-59.9512,-59.3183
40.5,-59.6055,-59.278,-58.5655,-59.5203,-59.4429,-59.8623,-58.8994,-58.8086,-59.3369,-59.9395,-59.1479,-59.4401,-59.8184,-59.9291,-59.9985,-59.7613,-59.9795,-59.9586,-58.6435,-59.7476,-58.8781,-59.2704,-59.9835,-59.4153,-58.8005,-59.7319,-59.4275,-59.9518,-59.3267
40.6,-59.6103,-59.2859,-58.5696,-59.5262,-59.4497,-59.864,-58.9117,-58.8228,-59.345,-59.9402,-59.1583,-59.4469,-59.8206,-59.93,-59.9985,-59.7643,-59.9798,-59.9592,-58.6587,-59.7507,-58.8914,-59.2755,-59.9837,-59.422,-58.8144,-59.7352,-59.4346,-59.9524,-59.3349
40.7,-59.6152,-59.2938,-58.575,-59.532,-59.4565,-59.8657,-58.9239,-58.8369,-59.353,-59.941,-59.1685,-59.4537,-59.8228,-59.9309,-59.9985,-59.7672,-59.98,-59.9597,-58.6739,-59.7538,-58.9045,-59.2809,-59.9839,-59.4286,-58.8283,-59.7385,-59.4415,-59.953,-59.3431
40.8,-59.6199,-59.3017,-58.5815,-59.5378,-59.4632,-59.8673,-58.9361,-58.8508,-59.3609,-59.9417,-59.1787,-59.4603,-59.825,-59.9317,-59.9985,-59.7701,-59.9803,-59.9602,-58.6891,-59.7569,-58.9175,-59.2865,-59.9841,-59.4352,-58.842,-59.7418,-59.4484,-59.9536,-59.3512
40.9,-59.6246,-59.3096,-58.589,-59.5435,-59.4698,-59.869,-58.9483,-58.8646,-59.3687,-59.9424,-59.1887,-59.4669,-59.8272,-59.9326,-59.9985,-59.7729,-59.9805,-59.9607,-58.7041,-59.7599,-58.9304,-59.2924,-59.9843,-59.4417,-58.8556,-59.7449,-59.4552,-59.9542,-59.3591
41,-59.6292,-59.3175,-58.5973,-59.5491,-59.4763,-59.8706,-58.9603,-58.8782,-59.3764,-59.9432,-59.1986,-59.4735,-59.8294,-59.9334,-59.9986,-59.7757,-59.9808,-59.9611,-58.7191,-59.7628,-58.9431,-59.2985,-59.9845,-59.4482,-58.8691,-59.7481,-59.4619,-59.9547,-59.367
