# time,sweep00,sweep01,sweep02,sweep03,sweep04,sweep05,sweep06,sweep07,sweep08,sweep09,sweep10,sweep11,sweep12,sweep13,sweep14,sweep15,sweep16,sweep17,sweep18,sweep19,sweep20,sweep21,sweep22,sweep23,sweep24,sweep25,sweep26,sweep27
120.9,-58.5354,-58.988,-58.8603,-58.6589,-58.4661,-58.917,-58.9159,-58.9118,-58.6663,-58.8167,-58.8642,-58.3962,-57.6294,-59.019,-58.943,-58.0405,-59.1895,-58.7803,-58.5328,-58.1031,-58.9134,-58.577,-58.3545,-59.1552,-59.1201,-57.8194,-58.8459,-58.2743
121,-58.5498,-59.0004,-58.8742,-58.6749,-58.4841,-58.9302,-58.9291,-58.9251,-58.6824,-58.8309,-58.878,-58.381,-57.6448,-59.0309,-58.9559,-58.0638,-59.1994,-58.7951,-58.5489,-58.1246,-58.9266,-58.5372,-58.371,-59.1655,-59.1309,-57.8209,-58.8599,-58.2739
121.1,-58.5643,-59.0126,-58.8879,-58.6908,-58.502,-58.9433,-58.9421,-58.9382,-58.6983,-58.845,-58.8916,-58.3693,-57.6612,-59.0428,-58.9686,-58.0869,-59.2092,-58.8098,-58.565,-58.146,-58.9397,-58.5036,-58.3876,-59.1757,-59.1415,-57.8249,-58.8738,-58.2756
121.2,-58.579,-59.0246,-58.9014,-58.7066,-58.5197,-58.9561,-58.955,-58.9511,-58.7141,-58.8589,-58.9051,-58.3609,-57.6786,-59.0544,-58.9812,-58.1097,-59.2189,-58.8242,-58.581,-58.1672,-58.9526,-58.4754,-58.4042,-59.1858,-59.152,-57.8309,-58.8874,-58.2792
121.3,-58.5676,-59.0365,-58.9147,-58.7221,-58.5372,-58.9688,-58.9678,-58.9639,-58.7296,-58.8726,-58.9184,-58.3554,-57.6969,-59.066,-58.9936,-58.1323,-59.2285,-58.8385,-58.597,-58.1883,-58.9653,-58.4521,-58.421,-59.1958,-59.1624,-57.8389,-58.901,-58.2845
121.4,-58.5019,-59.0483,-58.928,-58.7375,-58.5546,-58.9814,-58.9803,-58.9765,-58.745,-58.8862,-58.9316,-58.3524,-57.7158,-59.0774,-59.0058,-58.1546,-59.2379,-58.8526,-58.6129,-58.2092,-58.9779,-58.4332,-58.4378,-59.2056,-59.1726,-57.8486,-58.9144,-58.2911
121.5,-58.4452,-59.0599,-58.941,-58.7527,-58.5718,-58.9938,-58.9928,-58.989,-58.7602,-58.8997,-58.9446,-58.3517,-57.7354,-59.0887,-59.018,-58.1767,-59.2473,-58.8666,-58.6287,-58.23,-58.9904,-58.4182,-58.4546,-59.2153,-59.1827,-57.8597,-58.9276,-58.2991
121.6,-58.3966,-59.0714,-58.9539,-58.7678,-58.5888,-59.0061,-59.005,-59.0013,-58.7753,-58.913,-58.9575,-58.3531,-57.7555,-59.0998,-59.0299,-58.1985,-59.2565,-58.8804,-58.6444,-58.2506,-59.0027,-58.4068,-58.4715,-59.2249,-59.1927,-57.8722,-58.9406,-58.3083
121.7,-58.3552,-59.0827,-58.9666,-58.7826,-58.6056,-59.0182,-59.0172,-59.0135,-58.7901,-58.9261,-58.9702,-58.3562,-57.7761,-59.1108,-59.0418,-58.2201,-59.2656,-58.894,-58.6601,-58.271,-59.0148,-58.3985,-58.4883,-59.2344,-59.2026,-57.8858,-58.9535,-58.3184
121.8,-58.3203,-59.0939,-58.9792,-58.7973,-58.6223,-59.0302,-59.0292,-59.0255,-58.8048,-58.9391,-58.9827,-58.361,-57.797,-59.1216,-59.0535,-58.2414,-59.2746,-58.9074,-58.6756,-58.2913,-59.0268,-58.393,-58.5051,-59.2438,-59.2124,-57.9005,-58.9663,-58.3294
121.9,-58.2913,-59.105,-58.9917,-58.8119,-58.6388,-59.042,-59.041,-59.0374,-58.8193,-58.952,-58.9951,-58.3671,-57.8183,-59.1324,-59.065,-58.2625,-59.2835,-58.9207,-58.691,-58.3113,-59.0387,-58.39,-58.5218,-59.2531,-59.222,-57.916,-58.9789,-58.3412
122,-58.2674,-59.1159,-59.004,-58.8262,-58.6551,-59.0537,-59.0527,-59.0491,-58.8336,-58.9647,-59.0074,-58.3746,-57.8398,-59.143,-59.0764,-58.2833,-59.2923,-58.9339,-58.7063,-58.3312,-59.0504,-58.3892,-58.5384,-59.2622,-59.2315,-57.9323,-58.9913,-58.3537
122.1,-58.2483,-59.1267,-59.0161,-58.8405,-58.6712,-59.0653,-59.0643,-59.0607,-58.8478,-58.9773,-59.0195,-58.3831,-57.8615,-59.1535,-59.0877,-58.3039,-59.301,-58.9469,-58.7215,-58.3509,-59.062,-58.3905,-58.555,-59.2713,-59.2409,-57.9492,-59.0036,-58.3668
122.2,-58.2333,-59.1374,-59.0281,-58.8545,-58.6872,-59.0767,-59.0757,-59.0722,-58.8618,-58.9897,-59.0314,-58.3927,-57.8834,-59.1638,-59.0989,-58.3243,-59.3095,-58.9597,-58.7365,-58.3704,-59.0735,-58.3935,-58.5715,-59.2802,-59.2502,-57.9667,-59.0158,-58.3804
122.3,-58.2221,-59.1479,-59.04,-58.8684,-58.703,-59.0879,-59.087,-59.0835,-58.8756,-59.0019,-59.0433,-58.4031,-57.9053,-59.174,-59.1099,-58.3357,-59.318,-58.9724,-58.7514,-58.3897,-59.0848,-58.3981,-58.5879,-59.289,-59.2594,-57.9847,-59.0278,-58.3944
122.4,-58.2142,-59.1583,-59.0517,-58.8821,-58.7186,-59.0991,-59.0981,-59.0947,-58.8893,-59.0141,-59.0549,-58.4143,-57.9274,-59.1841,-59.1207,-58.2735,-59.3264,-58.9849,-58.7662,-58.4088,-59.0959,-58.4041,-58.6042,-59.2977,-59.2685,-58.0032,-59.0396,-58.4088
122.5,-58.2093,-59.1686,-59.0632,-58.8957,-58.734,-59.1101,-59.1091,-59.1058,-58.9028,-59.0261,-59.0665,-58.4261,-57.9495,-59.1941,-59.1315,-58.2202,-59.3346,-58.9973,-58.7808,-58.4277,-59.107,-58.4113,-58.6204,-59.3063,-59.2775,-58.0219,-59.0513,-58.4236
122.6,-58.207,-59.1788,-59.0747,-58.9091,-58.7493,-59.121,-59.12,-59.1167,-58.9161,-59.0379,-59.0779,-58.4385,-57.9716,-59.204,-59.1421,-58.1749,-59.3428,-59.0095,-58.7953,-58.4465,-59.1179,-58.4197,-58.6364,-59.3149,-59.2863,-58.041,-59.0629,-58.4385
122.7,-58.2072,-59.1889,-59.086,-58.9223,-58.7644,-59.1317,-59.1308,-59.1275,-58.9293,-59.0496,-59.0891,-58.4514,-57.9936,-59.2137,-59.1526,-58.1368,-59.3509,-59.0216,-58.8096,-58.465,-59.1287,-58.429,-58.6523,-59.3233,-59.2951,-58.0603,-59.0744,-58.4538
122.8,-58.2094,-59.1988,-59.0971,-58.9354,-58.7793,-59.1423,-59.1414,-59.1382,-58.9424,-59.0612,-59.1002,-58.4647,-58.0157,-59.2234,-59.163,-58.1051,-59.3588,-59.0335,-58.8238,-58.4833,-59.1393,-58.4391,-58.6681,-59.3316,-59.3037,-58.0798,-59.0857,-58.4691
122.9,-58.2136,-59.2086,-59.1082,-58.9484,-58.7941,-59.1528,-59.1519,-59.1487,-58.9552,-59.0726,-59.1112,-58.4785,-58.0377,-59.2329,-59.1732,-58.0791,-59.3667,-59.0453,-58.8379,-58.5015,-59.1498,-58.45,-58.6838,-59.3398,-59.3123,-58.0994,-59.0968,-58.4847
123,-58.2193,-59.2183,-59.1191,-58.9611,-58.8086,-59.1632,-59.1623,-59.1591,-58.968,-59.0839,-59.1221,-58.4925,-58.0596,-59.2423,-59.1833,-58.0583,-59.3745,-59.0569,-58.8518,-58.5194,-59.1602,-58.4615,-58.6993,-59.3479,-59.3207,-58.1192,-59.1079,-58.5003
123.1,-58.2266,-59.2279,-59.1298,-58.9738,-58.8231,-59.1734,-59.1725,-59.1694,-58.9805,-59.0951,-59.1328,-58.5068,-58.0814,-59.2516,-59.1933,-58.0421,-59.3822,-59.0685,-58.8656,-58.5371,-59.1705,-58.4737,-58.7147,-59.3559,-59.329,-58.139,-59.1188,-58.516
123.2,-58.2352,-59.2373,-59.1405,-58.9863,-58.8373,-59.1835,-59.1826,-59.1796,-58.993,-59.1061,-59.1434,-58.5213,-58.1031,-59.2607,-59.2032,-58.03,-59.3898,-59.0798,-58.8792,-58.5547,-59.1806,-58.4863,-58.7299,-59.3638,-59.3373,-58.1588,-59.1295,-58.5318
123.3,-58.2449,-59.2466,-59.151,-58.9986,-58.8514,-59.1935,-59.1927,-59.1896,-59.0052,-59.117,-59.1539,-58.5359,-58.1246,-59.2698,-59.2129,-58.0215,-59.3972,-59.0911,-58.8927,-58.5721,-59.1907,-58.4993,-58.745,-59.3716,-59.3454,-58.1787,-59.1402,-58.5476
123.4,-58.2557,-59.2559,-59.1614,-59.0108,-58.8653,-59.2034,-59.2025,-59.1995,-59.0174,-59.1278,-59.1642,-58.5508,-58.1461,-59.2787,-59.2226,-58.0164,-59.4047,-59.1022,-58.906,-58.5892,-59.2006,-58.5127,-58.76,-59.3793,-59.3534,-58.1986,-59.1507,-58.5634
123.5,-58.2673,-59.265,-59.1716,-59.0229,-58.8791,-59.2131,-59.2123,-59.2093,-59.0293,-59.1385,-59.1745,-58.5657,-58.1674,-59.2876,-59.2321,-58.0141,-59.412,-59.1131,-58.9192,-58.6062,-59.184,-58.5264,-58.7748,-59.3869,-59.3614,-58.2184,-59.1611,-58.5791
123.6,-58.2798,-59.274,-59.1817,-59.0348,-58.8927,-59.2228,-59.2219,-59.219,-59.0412,-59.149,-59.1846,-58.5807,-58.1885,-59.2963,-59.2415,-58.0145,-59.4192,-59.124,-58.9323,-58.623,-59.1122,-58.5403,-58.7894,-59.3945,-59.3692,-58.2382,-59.1713,-58.5949
123.7,-58.2929,-59.2829,-59.1918,-59.0465,-58.9061,-59.2323,-59.2315,-59.2286,-59.0529,-59.1594,-59.1945,-58.5957,-58.2095,-59.3049,-59.2508,-58.0172,-59.4263,-59.1347,-58.9452,-58.6396,-59.0494,-58.5545,-58.8039,-59.4019,-59.377,-58.2579,-59.1815,-58.6106
123.8,-58.3066,-59.2917,-59.2016,-59.0582,-58.9194,-59.2417,-59.2409,-59.238,-59.0644,-59.1697,-59.2044,-58.6108,-58.2303,-59.3135,-59.26,-58.0219,-59.4334,-59.1453,-58.9579,-58.5965,-58.9945,-58.5688,-58.8182,-59.4093,-59.3846,-58.2775,-59.1915,-58.6262
123.9,-58.3208,-59.3004,-59.2114,-59.0696,-58.9325,-59.251,-59.2502,-59.2473,-59.0759,-59.1798,-59.2141,-58.6259,-58.2509,-59.3219,-59.269,-58.0285,-59.4404,-59.1557,-58.9706,-58.5358,-58.9468,-58.5833,-58.8324,-59.4165,-59.3922,-58.297,-59.2014,-58.6418
124,-58.3355,-59.309,-59.2211,-59.081,-58.9455,-59.2601,-59.2594,-59.2566,-59.0871,-59.1898,-59.2238,-58.641,-58.2714,-59.3302,-59.278,-58.0366,-59.4472,-59.166,-58.983,-58.4835,-58.9055,-58.5979,-58.8465,-59.4237,-59.3996,-58.3164,-59.2112,-58.6573
124.1,-58.3505,-59.3174,-59.2306,-59.0922,-58.9583,-59.2692,-59.2684,-59.2657,-59.0983,-59.1997,-59.2333,-58.6561,-58.2917,-59.3384,-59.2868,-58.0462,-59.454,-59.1762,-58.9954,-58.4388,-58.8701,-58.6126,-58.8603,-59.4308,-59.407,-58.3357,-59.2208,-58.6727
124.2,-58.3659,-59.3258,-59.24,-59.1033,-58.971,-59.2782,-59.2774,-59.2747,-59.1093,-59.2095,-59.2427,-58.6711,-58.3118,-59.3465,-59.2956,-58.0571,-59.4608,-59.1863,-59.0075,-58.4008,-58.8398,-58.6273,-58.8741,-59.4378,-59.4143,-58.3121,-59.2304,-58.688
124.3,-58.3815,-59.3341,-59.2493,-59.1142,-58.9835,-59.287,-59.2863,-59.2836,-59.1202,-59.2192,-59.2519,-58.686,-58.3317,-59.3546,-59.3042,-58.0691,-59.4674,-59.1963,-59.0196,-58.3689,-58.8143,-58.642,-58.8877,-59.4447,-59.4215,-58.2528,-59.2398,-58.7032
124.4,-58.3973,-59.3423,-59.2585,-59.1251,-58.9959,-59.2958,-59.295,-59.2923,-59.1309,-59.2288,-59.2611,-58.7009,-58.3514,-59.3625,-59.3128,-58.0821,-59.4739,-59.2061,-59.0315,-58.3424,-58.7929,-58.6568,-58.9011,-59.4515,-59.4286,-58.2021,-59.2491,-58.7183
124.5,-58.4133,-59.3503,-59.2676,-59.1357,-59.0081,-59.3044,-59.3037,-59.301,-59.1416,-59.2382,-59.2702,-58.7158,-58.3709,-59.3703,-59.3212,-58.0959,-59.4804,-59.2158,-59.0433,-58.3208,-58.7753,-58.6715,-58.9144,-59.4583,-59.4356,-58.1592,-59.2583,-58.7333
124.6,-58.4295,-59.3583,-59.2766,-59.1463,-59.0202,-59.3129,-59.3122,-59.3096,-59.1521,-59.2475,-59.2791,-58.7305,-58.3902,-59.378,-59.3295,-58.1105,-59.4868,-59.2254,-59.0549,-58.3036,-58.7611,-58.6863,-58.9275,-59.4649,-59.4426,-58.1231,-59.2674,-58.7482
124.7,-58.4457,-59.3662,-59.2855,-59.1567,-59.0322,-59.3214,-59.3206,-59.3181,-59.1624,-59.2567,-59.253,-58.7451,-58.4093,-59.3857,-59.3377,-58.1257,-59.4931,-59.2349,-59.0664,-58.2903,-58.7498,-58.7009,-58.9405,-59.4715,-59.4494,-58.0933,-59.2764,-58.7629
124.8,-58.4621,-59.374,-59.2942,-59.1671,-59.044,-59.3297,-59.329,-59.3264,-59.1727,-59.2658,-59.1811,-58.7597,-58.4283,-59.3932,-59.3459,-58.1415,-59.4994,-59.2443,-59.0778,-58.2804,-58.7413,-58.7156,-58.9533,-59.478,-59.4562,-58.069,-59.2852,-58.7775
124.9,-58.4784,-59.3817,-59.3029,-59.1772,-59.0556,-59.3379,-59.3372,-59.3347,-59.1828,-59.2748,-59.118,-58.7741,-58.447,-59.4007,-59.3539,-58.1577,-59.5055,-59.2535,-59.089,-58.2737,-58.7353,-58.7301,-58.966,-59.4844,-59.4629,-58.0497,-59.294,-58.792
125,-58.4948,-59.3892,-59.3114,-59.1873,-59.0671,-59.346,-59.3453,-59.3429,-59.1928,-59.2837,-59.0629,-58.7885,-58.4655,-59.4081,-59.3618,-58.1744,-59.5116,-59.2627,-59.1001,-58.2698,-58.7313,-58.7446,-58.9786,-59.4908,-59.4695,-58.0348,-59.3027,-58.8063
125.1,-58.5112,-59.3967,-59.3199,-59.1972,-59.0785,-59.3541,-59.3534,-59.3509,-59.2027,-59.2925,-59.0149,-58.8027,-58.4839,-59.4153,-59.3697,-58.1914,-59.5176,-59.2717,-59.1111,-58.2683,-58.7293,-58.759,-58.991,-59.497,-59.476,-58.0239,-59.3112,-58.8205
125.2,-58.5276,-59.4042,-59.3282,-59.2071,-59.0898,-59.362,-59.3613,-59.3589,-59.2124,-59.3012,-58.9733,-58.8168,-58.502,-59.4225,-59.3774,-58.2087,-59.5236,-59.2806,-59.1219,-58.2691,-58.7291,-58.7734,-59.0032,-59.5032,-59.4825,-58.0166,-59.3197,-58.8345
125.3,-58.5439,-59.4115,-59.3365,-59.2168,-59.1009,-59.3698,-59.3692,-59.3668,-59.2221,-59.3097,-58.9374,-58.8307,-58.52,-59.4296,-59.3851,-58.2262,-59.5294,-59.2895,-59.1326,-58.2718,-58.7304,-58.7876,-59.0153,-59.5093,-59.4888,-58.0124,-59.328,-58.8485
125.4,-58.5602,-59.4187,-59.3446,-59.2264,-59.1119,-59.3776,-59.3769,-59.3745,-59.2316,-59.3182,-58.9067,-58.8446,-58.5377,-59.4366,-59.3926,-58.2439,-59.5352,-59.2982,-59.1432,-58.2763,-58.733,-58.8017,-59.0273,-59.5154,-59.4951,-58.011,-59.3362,-58.8622
125.5,-58.5765,-59.4259,-59.3527,-59.2358,-59.1227,-59.3852,-59.3846,-59.3822,-59.241,-59.3266,-58.8807,-58.8583,-58.5553,-59.4436,-59.4001,-58.2618,-59.541,-59.3068,-59.1537,-58.2824,-58.7369,-58.8157,-59.0391,-59.5214,-59.5013,-58.0121,-59.3444,-58.8759
125.6,-58.5926,-59.4329,-59.3606,-59.2452,-59.1334,-59.3928,-59.3921,-59.3898,-59.2503,-59.3348,-58.8588,-58.8719,-58.5726,-59.4504,-59.4074,-58.2797,-59.5466,-59.3153,-59.164,-58.2898,-58.7418,-58.8296,-59.0508,-59.5273,-59.5075,-58.0155,-59.3524,-58.8894
125.7,-58.6087,-59.4399,-59.3685,-59.2544,-59.144,-59.4002,-59.3996,-59.3973,-59.2595,-59.343,-58.8407,-58.8853,-58.5898,-59.4572,-59.4147,-58.2978,-59.5522,-59.3237,-59.1742,-58.2984,-58.7477,-58.8434,-59.0624,-59.5331,-59.5135,-58.0209,-59.3604,-58.9027
125.8,-58.6247,-59.4468,-59.3762,-59.2636,-59.1545,-59.4076,-59.407,-59.4047,-59.2686,-59.3511,-58.8259,-58.8986,-58.6068,-59.4638,-59.4219,-58.3159,-59.5577,-59.332,-59.1843,-58.3082,-58.7544,-58.8571,-59.0738,-59.5388,-59.5195,-58.028,-59.3682,-58.9159
125.9,-58.6405,-59.4536,-59.3839,-59.2726,-59.1648,-59.4149,-59.4142,-59.412,-59.2775,-59.359,-58.8141,-58.9118,-58.6235,-59.4704,-59.429,-58.334,-59.5632,-59.3402,-59.1943,-58.3188,-58.7619,-58.8706,-59.0851,-59.5445,-59.5255,-57.9619,-59.376,-58.929
126,-58.6563,-59.4603,-59.3914,-59.2815,-59.175,-59.4221,-59.4214,-59.4193,-59.2864,-59.3669,-58.805,-58.9249,-58.6401,-59.4769,-59.436,-58.3521,-59.5686,-59.3483,-59.2041,-58.3303,-58.7701,-58.884,-59.0962,-59.5501,-59.5313,-57.8977,-59.3837,-58.9419
126.1,-58.6719,-59.4669,-59.3989,-59.2903,-59.1851,-59.4292,-59.4286,-59.4264,-59.2951,-59.3747,-58.7983,-58.9378,-58.6565,-59.4834,-59.443,-58.3702,-59.5739,-59.3563,-59.2139,-58.3425,-58.7788,-58.8973,-59.1073,-59.5557,-59.5371,-57.8432,-59.3912,-58.9547
126.2,-58.6874,-59.4735,-59.4063,-59.299,-59.1951,-59.4362,-59.4356,-59.4334,-59.3038,-59.3823,-58.7938,-58.9506,-58.6727,-59.4897,-59.4498,-58.3883,-59.5791,-59.3642,-59.2235,-58.3554,-58.788,-58.9104,-59.1182,-59.5611,-59.5428,-57.7973,-59.3987,-58.9673
126.3,-58.7028,-59.48,-59.4136,-59.3076,-59.2049,-59.4431,-59.4425,-59.4404,-59.3123,-59.3899,-58.7912,-58.9632,-58.6888,-59.496,-59.4566,-58.4063,-59.5843,-59.372,-59.233,-58.3688,-58.7977,-58.9235,-59.1289,-59.5666,-59.5484,-57.7591,-59.4061,-58.9798
126.4,-58.7181,-59.4864,-59.4208,-59.3161,-59.2147,-59.45,-59.4494,-59.4473,-59.3207,-59.3974,-58.7903,-58.9757,-58.7046,-59.5022,-59.4633,-58.4243,-59.5894,-59.3797,-59.2424,-58.3827,-58.8077,-58.9363,-59.1396,-59.5719,-59.554,-57.7277,-59.4134,-58.9921
126.5,-58.7332,-59.4927,-59.4279,-59.3245,-59.2243,-59.4567,-59.4562,-59.4541,-59.3291,-59.4048,-58.791,-58.9881,-58.7203,-59.5084,-59.4699,-58.4421,-59.5945,-59.3873,-59.2516,-58.3969,-58.8181,-58.9491,-59.0983,-59.5772,-59.5595,-57.7026,-59.4206,-59.0044
126.6,-58.7482,-59.4989,-59.435,-59.3328,-59.2338,-59.4634,-59.4628,-59.4608,-59.3373,-59.4121,-58.793,-59.0003,-58.7358,-59.5144,-59.4764,-58.4599,-59.5995,-59.3948,-59.2608,-58.4116,-58.8287,-58.9617,-59.0302,-59.5824,-59.5649,-57.6829,-59.4277,-59.0164
126.7,-58.7631,-59.5051,-59.4419,-59.341,-59.2432,-59.47,-59.4694,-59.4674,-59.3454,-59.4194,-58.7962,-59.0124,-58.7511,-59.5204,-59.4828,-58.4775,-59.6044,-59.4023,-59.2699,-58.4265,-58.8396,-58.9742,-58.9706,-59.5875,-59.5703,-57.6682,-59.4348,-59.0284
126.8,-58.7778,-59.5112,-59.4488,-59.3491,-59.2524,-59.4765,-59.476,-59.474,-59.3535,-59.4265,-58.8005,-59.0243,-58.7662,-59.5263,-59.4892,-58.495,-59.6093,-59.4096,-59.2788,-58.4416,-58.8507,-58.9866,-58.9188,-59.5926,-59.5756,-57.6579,-59.4417,-59.0402
126.9,-58.7923,-59.5172,-59.4555,-59.357,-59.2616,-59.483,-59.4824,-59.4805,-59.3614,-59.4336,-58.8058,-59.0362,-58.7811,-59.5321,-59.4955,-58.5124,-59.6141,-59.4169,-59.2876,-58.457,-58.862,-58.9988,-58.8739,-59.5976,-59.5808,-57.6515,-59.4486,-59.0518
127,-58.8067,-59.5232,-59.4622,-59.3299,-59.2706,-59.4893,-59.4888,-59.4869,-59.3693,-59.4405,-58.8119,-59.0478,-58.7959,-59.5379,-59.5017,-58.5297,-59.6189,-59.4241,-59.2964,-58.4725,-58.8733,-59.0109,-58.8352,-59.6026,-59.586,-57.6486,-59.4554,-59.0634
127.1,-58.821,-59.529,-59.4689,-59.257,-59.2796,-59.4956,-59.4951,-59.4932,-59.377,-59.4474,-58.8187,-59.0594,-58.8105,-59.5436,-59.5078,-58.5469,-59.6236,-59.3792,-59.305,-58.4881,-58.8848,-59.0228,-58.8022,-59.6075,-59.5911,-57.6488,-59.4621,-59.0748
127.2,-58.8351,-59.5348,-59.4754,-59.1929,-59.2884,-59.5018,-59.5013,-59.4994,-59.3847,-59.4542,-58.8262,-59.0708,-58.8249,-59.5492,-59.5139,-58.5639,-59.6283,-59.3072,-59.3135,-58.5039,-58.8964,-59.0347,-58.7742,-59.6124,-59.5961,-57.6518,-59.4687,-59.086
127.3,-58.8491,-59.5406,-59.4818,-59.1368,-59.2971,-59.508,-59.5074,-59.5056,-59.3922,-59.4609,-58.8343,-59.0821,-58.8392,-59.5548,-59.5199,-58.5807,-59.6328,-59.2439,-59.3219,-58.5197,-58.908,-59.0464,-58.7507,-59.6171,-59.6011,-57.6572,-59.4752,-59.0972
127.4,-58.8629,-59.5462,-59.4882,-59.0877,-59.3058,-59.514,-59.5135,-59.5117,-59.3997,-59.4675,-58.8429,-59.0933,-58.8533,-59.5602,-59.5258,-58.5975,-59.6374,-59.1884,-59.3303,-58.5355,-58.9196,-59.0579,-58.7312,-59.6219,-59.606,-57.6648,-59.4817,-59.1082
127.5,-58.8766,-59.5518,-59.4945,-59.0452,-59.3143,-59.52,-59.5195,-59.5177,-59.4071,-59.4741,-58.852,-59.1043,-58.8672,-59.5657,-59.5316,-58.5965,-59.6418,-59.1399,-59.3385,-58.5513,-58.9313,-59.0694,-58.7154,-59.6265,-59.6109,-57.6743,-59.4881,-59.119
127.6,-58.8901,-59.5574,-59.5007,-59.0084,-59.3227,-59.5259,-59.5254,-59.5236,-59.3708,-59.4806,-58.8614,-59.1152,-58.881,-59.571,-59.5374,-58.5314,-59.6463,-59.0977,-59.3466,-58.5672,-58.943,-59.0807,-58.7028,-59.6311,-59.6157,-57.6856,-59.4944,-59.1298
127.7,-58.8603,-59.5628,-59.5069,-58.9767,-59.331,-59.5318,-59.5313,-59.5295,-59.2981,-59.487,-58.8711,-59.126,-58.8946,-59.5763,-59.5431,-58.4752,-59.6506,-59.0611,-59.3546,-58.583,-58.9547,-59.0918,-58.6931,-59.6357,-59.6204,-57.6983,-59.5006,-59.1404
127.8,-58.7945,-59.5682,-59.513,-58.9498,-59.3392,-59.5375,-59.537,-59.5353,-59.2342,-59.4933,-58.8812,-59.1366,-58.908,-59.5815,-59.5487,-58.427,-59.655,-59.0297,-59.3625,-58.5988,-58.9663,-59.1029,-58.6861,-59.6402,-59.6251,-57.7124,-59.5067,-59.1509
127.9,-58.7372,-59.5735,-59.519,-58.927,-59.3473,-59.5432,-59.5427,-59.541,-59.1782,-59.4995,-58.8915,-59.1472,-58.9213,-59.5867,-59.5543,-58.3859,-59.6592,-59.0028,-59.3704,-58.6145,-58.9779,-59.1138,-58.6813,-59.6446,-59.6297,-57.7277,-59.5128,-59.1612
128,-58.6878,-59.5788,-59.5249,-58.9079,-59.3553,-59.5489,-59.5484,-59.5467,-59.1292,-59.5057,-58.9019,-59.1576,-58.9344,-59.5918,-59.5598,-58.3513,-59.6634,-58.9801,-59.3781,-58.6301,-58.9895,-59.1246,-58.6787,-59.649,-59.6343,-57.7439,-59.5188,-59.1715
128.1,-58.6453,-59.584,-59.5307,-58.8923,-59.3632,-59.5544,-59.5539,-59.5522,-59.0866,-59.5118,-58.9126,-59.1679,-58.9474,-59.5968,-59.5652,-58.3224,-59.6676,-58.961,-59.3857,-58.6457,-59.001,-59.1352,-58.6779,-59.6533,-59.6388,-57.7611,-59.5247,-59.1816
128.2,-58.6091,-59.5891,-59.5365,-58.8796,-59.3711,-59.5599,-59.5594,-59.5578,-59.0497,-59.5178,-58.9234,-59.178,-58.9602,-59.6018,-59.5706,-58.2987,-59.6717,-58.9452,-59.3933,-58.6612,-59.0125,-59.1458,-58.6788,-59.6576,-59.6433,-57.779,-59.5306,-59.1916
128.3,-58.5785,-59.5942,-59.5422,-58.8697,-59.3788,-59.5653,-59.5649,-59.5632,-59.018,-59.5237,-58.9343,-59.1881,-58.9729,-59.6067,-59.5759,-58.2796,-59.6757,-58.9324,-59.4007,-58.6766,-59.0239,-59.1562,-58.6811,-59.6619,-59.6477,-57.7976,-59.5364,-59.2015
128.4,-58.5529,-59.5992,-59.5479,-58.8622,-59.3864,-59.5707,-59.5702,-59.5686,-58.9909,-59.5296,-58.9452,-59.198,-58.9854,-59.6116,-59.5811,-58.2647,-59.6797,-58.9222,-59.4081,-58.6919,-59.0352,-59.1665,-58.6848,-59.666,-59.6083,-57.8167,-59.5421,-59.2112
128.5,-58.5318,-59.6041,-59.5534,-58.8568,-59.3939,-59.576,-59.5755,-59.5739,-58.9679,-59.5354,-58.9563,-59.2078,-58.9977,-59.6164,-59.5863,-58.2535,-59.6837,-58.9145,-59.4154,-58.7071,-59.0464,-59.1766,-58.6896,-59.6702,-59.5324,-57.8363,-59.5477,-59.2209
128.6,-58.5148,-59.609,-59.5589,-58.8534,-59.4014,-59.5812,-59.5808,-59.5792,-58.9487,-59.5411,-58.9674,-59.2175,-59.01,-59.6211,-59.5914,-58.2455,-59.6876,-58.9089,-59.4225,-58.7222,-59.0143,-59.1867,-58.6954,-59.6742,-59.4653,-57.8564,-59.5533,-59.2304
128.7,-58.5015,-59.6138,-59.5644,-58.8517,-59.4087,-59.5864,-59.5859,-59.5844,-58.9328,-59.5467,-58.9785,-59.227,-59.022,-59.6258,-59.5964,-58.2405,-59.6915,-58.9051,-59.4296,-58.7372,-58.9461,-59.1966,-58.7022,-59.6783,-59.4061,-57.8768,-59.5588,-59.2398
128.8,-58.4913,-59.6186,-59.5697,-58.8516,-59.416,-59.5915,-59.591,-59.5895,-58.9199,-59.5523,-58.9896,-59.2365,-59.034,-59.6304,-59.6014,-58.2382,-59.6953,-58.9031,-59.4367,-58.752,-58.8865,-59.2064,-58.7097,-59.6822,-59.3541,-57.8974,-59.5642,-59.2491
128.9,-58.4841,-59.6233,-59.5751,-58.8528,-59.4232,-59.5965,-59.5961,-59.5945,-58.9097,-59.5578,-59.0007,-59.2458,-59.0457,-59.6349,-59.6063,-58.2382,-59.699,-58.9026,-59.4436,-58.7667,-58.8348,-59.2161,-58.718,-59.6862,-59.3084,-57.9183,-59.5696,-59.2583
