# time,sweep00,sweep01,sweep02,sweep03,sweep04,sweep05,sweep06,sweep07,sweep08,sweep09,sweep10,sweep11,sweep12,sweep13,sweep14,sweep15,sweep16,sweep17,sweep18,sweep19,sweep20,sweep21,sweep22,sweep23,sweep24,sweep25,sweep26,sweep27
0,-58.5062,-59.4878,-59.1783,-59.0655,-59.9635,-58.8198,-59.7645,-59.8046,-59.0408,-59.6707,-59.3845,-58.8093,-59.7432,-58.8723,-59.1995,-59.8297,-59.6228,-59.3581,-58.9727,-58.884,-58.8532,-58.7407,-59.1167,-59.5396,-58.5761,-59.3185,-59.3675,-58.7722
0.1,-58.5121,-59.494,-59.1883,-59.0754,-59.964,-58.8325,-59.7674,-59.8071,-59.0525,-59.6748,-59.392,-58.8163,-59.6841,-58.879,-59.2092,-59.8318,-59.6274,-59.366,-58.9385,-58.8949,-58.8671,-58.7301,-59.1184,-59.5453,-58.5636,-59.321,-59.3751,-58.7855
0.2,-58.519,-59.5001,-59.1982,-59.0854,-59.9644,-58.8452,-59.7702,-59.8095,-59.064,-59.6788,-59.3995,-58.8239,-59.6318,-58.8863,-59.2189,-59.8339,-59.632,-59.3738,-58.9092,-58.9059,-58.8809,-58.7047,-59.1209,-59.5509,-58.5542,-59.3241,-59.3827,-58.7988
0.3,-58.527,-59.5062,-59.2081,-59.0954,-59.9649,-58.8579,-59.7731,-59.8118,-59.0754,-59.6828,-59.4069,-58.8321,-59.5855,-58.8942,-59.2285,-59.8359,-59.6366,-59.3814,-58.8845,-58.917,-58.8945,-58.6175,-59.1242,-59.5564,-58.5475,-59.3277,-59.3902,-58.812
0.4,-58.5358,-59.5122,-59.2177,-59.1053,-59.9653,-58.8705,-59.7759,-59.8141,-59.0866,-59.6867,-59.4142,-58.8408,-59.5448,-58.9025,-59.2379,-59.8379,-59.641,-59.389,-58.8638,-58.9282,-58.9079,-58.5416,-59.1282,-59.5618,-58.5433,-59.3317,-59.3976,-58.8253
0.5,-58.5455,-59.5182,-59.2273,-59.1153,-59.9657,-58.8831,-59.7787,-59.8164,-59.0977,-59.6905,-59.4214,-58.8499,-59.509,-58.9111,-59.2472,-59.84,-59.6455,-59.3965,-58.8466,-58.9395,-58.9211,-58.4758,-59.1328,-59.5672,-58.5412,-59.336,-59.4049,-58.8384
0.6,-58.5558,-59.524,-59.2368,-59.1252,-59.9662,-58.8957,-59.7814,-59.8187,-59.1087,-59.6944,-59.4285,-58.8594,-59.4776,-58.9202,-59.2564,-59.8419,-59.6498,-59.4039,-58.8327,-58.9508,-58.9342,-58.419,-59.1379,-59.4877,-58.5411,-59.3407,-59.4121,-58.8516
0.7,-58.5666,-59.5298,-59.2461,-59.1351,-59.9666,-58.9083,-59.7841,-59.821,-59.1196,-59.6981,-59.4355,-58.8692,-59.4503,-58.9295,-59.2655,-59.8439,-59.6542,-59.4113,-58.8218,-58.9621,-58.9472,-58.3704,-59.1435,-59.4174,-58.5428,-59.3456,-59.4193,-58.8647
0.8,-58.5781,-59.5356,-59.2554,-59.145,-59.967,-58.9207,-59.7868,-59.8232,-59.1303,-59.7019,-59.4425,-58.8793,-59.4265,-58.9392,-59.2745,-59.8458,-59.6584,-59.4185,-58.8134,-58.9734,-58.96,-58.329,-59.1495,-59.3554,-58.546,-59.2663,-59.4263,-58.8777
0.9,-58.5899,-59.5413,-59.2645,-59.1548,-59.9674,-58.9331,-59.7894,-59.8254,-59.1409,-59.7056,-59.4493,-58.8897,-59.406,-58.949,-59.2834,-59.8477,-59.6627,-59.4256,-58.8073,-58.9848,-58.9726,-58.2942,-59.1559,-59.301,-58.5506,-59.1965,-59.4333,-58.8906
1,-58.6021,-59.5469,-59.2735,-59.1645,-59.9678,-58.9455,-59.792,-59.8275,-59.1514,-59.7092,-59.4561,-58.9002,-59.3885,-58.959,-59.2922,-59.8496,-59.6668,-59.4327,-58.8033,-58.9961,-58.9851,-58.2652,-59.1626,-59.2533,-58.5564,-59.1352,-59.4403,-58.9035
1.1,-58.6147,-59.5524,-59.2824,-59.1742,-59.9682,-58.9577,-59.7946,-59.8297,-59.1617,-59.7128,-59.4628,-58.9109,-59.3735,-58.9692,-59.3009,-59.8515,-59.6709,-59.4396,-58.8011,-59.0073,-58.9975,-58.2415,-59.1695,-59.2116,-58.5633,-59.0817,-59.4471,-58.9162
1.2,-58.6276,-59.5579,-59.2912,-59.1838,-59.9686,-58.9699,-59.7972,-59.8318,-59.172,-59.7163,-59.4694,-58.9218,-59.3609,-58.9795,-59.3094,-59.8533,-59.675,-59.4465,-58.8007,-59.0186,-59.0097,-58.2225,-59.1767,-59.1755,-58.5711,-59.0351,-59.4538,-58.9289
1.3,-58.6406,-59.5633,-59.2999,-59.1934,-59.969,-58.9819,-59.7997,-59.8339,-59.1821,-59.7199,-59.4759,-58.9327,-59.3505,-58.9898,-59.3179,-59.8552,-59.679,-59.4533,-58.8017,-59.0209,-59.0218,-58.2076,-59.1841,-59.1442,-58.5798,-58.9947,-59.4605,-58.9415
1.4,-58.6539,-59.5687,-59.3085,-59.2029,-59.9694,-58.9939,-59.8021,-59.8359,-59.1921,-59.7233,-59.4824,-58.9437,-59.3419,-59.0003,-59.3263,-59.8569,-59.683,-59.4601,-58.804,-58.9489,-59.0337,-58.1966,-59.1917,-59.1174,-58.5892,-58.9599,-59.4671,-58.9539
1.5,-58.6673,-59.574,-59.3169,-59.2123,-59.9698,-59.0058,-59.8046,-59.838,-59.2019,-59.7267,-59.4887,-58.9548,-59.335,-59.0108,-59.3345,-59.8587,-59.6869,-59.4667,-58.8074,-58.8861,-59.0455,-58.1888,-59.1994,-59.0945,-58.5993,-58.9301,-59.4737,-58.9663
1.6,-58.6809,-59.5792,-59.3253,-59.2216,-59.9701,-59.0175,-59.807,-59.84,-59.2117,-59.7301,-59.495,-58.9659,-59.3297,-59.0214,-59.3427,-59.8605,-59.6908,-59.4733,-58.812,-58.8314,-59.0571,-58.1841,-59.2072,-59.0751,-58.61,-58.9049,-59.4801,-58.9785
1.7,-58.6945,-59.5844,-59.3336,-59.2308,-59.9705,-59.0292,-59.8094,-59.842,-59.2213,-59.7335,-59.5012,-58.9771,-59.3257,-59.0319,-59.3508,-59.8622,-59.6946,-59.4708,-58.8174,-58.7842,-59.0686,-58.1821,-59.2151,-59.059,-58.6211,-58.8836,-59.4865,-58.9907
1.8,-58.7082,-59.5895,-59.3418,-59.2137,-59.9709,-59.0407,-59.8118,-59.8439,-59.2308,-59.7367,-59.5074,-58.9882,-59.323,-59.0425,-59.3587,-59.8639,-59.6984,-59.3934,-58.8236,-58.7435,-59.08,-58.1824,-59.2231,-59.0457,-58.6326,-58.8661,-59.4928,-59.0027
1.9,-58.722,-59.5945,-59.3498,-59.1412,-59.9712,-59.0522,-59.8141,-59.8458,-59.2403,-59.74,-59.5134,-58.9994,-59.3214,-59.0531,-59.3666,-59.8656,-59.7021,-59.3252,-58.8306,-58.7088,-59.0912,-58.1849,-59.2312,-59.035,-58.6446,-58.8518,-59.499,-59.0146
2,-58.7358,-59.5995,-59.3578,-59.0778,-59.9716,-59.0635,-59.8164,-59.8478,-59.2496,-59.7432,-59.5194,-59.0105,-59.3207,-59.0636,-59.3744,-59.8673,-59.7058,-59.2652,-58.7785,-58.6794,-59.1023,-58.1892,-59.2393,-59.0267,-58.5812,-58.8404,-59.5051,-59.0264
2.1,-58.7495,-59.6045,-59.3657,-59.0223,-59.972,-59.0747,-59.8187,-59.8496,-59.2587,-59.7464,-59.5254,-59.0216,-59.321,-59.0742,-59.3821,-59.8689,-59.7094,-59.2126,-58.7095,-58.6548,-59.1133,-58.1952,-59.2474,-59.0203,-58.5186,-58.8316,-59.5112,-58.9864
2.2,-58.7633,-59.6093,-59.3735,-58.974,-59.9723,-59.0858,-59.8209,-59.8515,-59.2678,-59.7495,-59.5312,-59.0327,-59.322,-59.0847,-59.3896,-59.8705,-59.713,-59.1667,-58.6496,-58.6344,-59.1241,-58.2027,-59.2556,-59.0159,-58.4646,-58.782,-59.5172,-58.9196
2.3,-58.7771,-59.6141,-59.3812,-58.9323,-59.9726,-59.0968,-59.8231,-59.8533,-59.2768,-59.7526,-59.537,-59.0437,-59.3237,-59.0951,-59.3971,-59.8721,-59.7165,-59.1268,-58.5979,-58.6179,-59.1348,-58.2115,-59.2637,-59.0131,-58.4184,-58.6987,-59.5232,-58.8613
2.4,-58.7908,-59.6189,-59.3888,-58.8963,-59.973,-59.1077,-59.8253,-59.8552,-59.2856,-59.7557,-59.5427,-59.0547,-59.326,-59.1055,-59.4045,-59.8737,-59.7201,-59.0922,-58.5535,-58.6049,-59.1454,-58.2215,-59.2719,-59.0117,-58.3792,-58.6261,-59.529,-58.8108
2.5,-58.8044,-59.6236,-59.3963,-58.8656,-59.9733,-59.1185,-59.8275,-59.857,-59.2944,-59.7587,-59.5483,-59.0656,-59.3289,-59.1158,-59.4119,-59.8753,-59.7235,-59.0625,-58.5157,-58.5949,-59.1558,-58.1981,-59.28,-59.0117,-58.3462,-58.5632,-59.5348,-58.7672
2.6,-58.818,-59.6282,-59.4037,-58.8396,-59.9737,-59.1291,-59.8296,-59.8587,-59.303,-59.7617,-59.5539,-59.0764,-59.3322,-59.1261,-59.4191,-59.8768,-59.7269,-59.0371,-58.4838,-58.5877,-59.1661,-58.131,-59.2881,-59.0128,-58.3187,-58.5088,-59.5405,-58.7299
2.7,-58.8315,-59.6328,-59.411,-58.8178,-59.974,-59.1396,-59.8317,-59.8605,-59.3116,-59.7646,-59.5594,-59.0872,-59.336,-59.1363,-59.4262,-59.8784,-59.7303,-59.0156,-58.4572,-58.583,-59.1763,-58.0734,-59.2962,-59.015,-58.2963,-58.4622,-59.5462,-58.6981
2.8,-58.845,-59.6373,-59.4183,-58.7998,-59.9743,-59.15,-59.8338,-59.8622,-59.32,-59.7676,-59.5648,-59.0978,-59.3402,-59.1464,-59.4333,-59.8799,-59.7336,-58.9976,-58.4354,-58.5804,-59.1864,-58.0246,-59.3043,-59.0182,-58.2784,-58.4225,-59.5518,-58.6714
2.9,-58.8583,-59.6418,-59.4254,-58.7851,-59.9746,-59.1603,-59.8359,-59.8639,-59.3284,-59.7704,-59.5702,-59.1084,-59.3447,-59.1564,-59.4402,-59.8814,-59.7369,-58.9828,-58.4178,-58.5798,-59.1964,-57.9835,-59.3123,-59.0221,-58.2645,-58.3891,-59.5573,-58.6492
3,-58.8716,-59.6462,-59.4325,-58.7735,-59.9749,-59.1705,-59.8379,-59.8656,-59.3366,-59.7733,-59.5755,-59.1189,-59.3495,-59.1664,-59.4471,-59.8828,-59.7402,-58.9708,-58.404,-58.581,-59.2062,-57.9493,-59.3202,-59.0268,-58.2541,-58.3613,-59.5627,-58.6309
3.1,-58.8848,-59.6506,-59.4395,-58.7647,-59.9752,-59.1806,-59.8399,-59.8673,-59.3447,-59.7761,-59.5807,-59.1294,-59.3546,-59.1762,-59.4539,-59.8843,-59.7434,-58.9613,-58.3936,-58.5837,-59.2159,-57.9213,-59.268,-59.0322,-58.247,-58.3384,-59.5681,-58.6163
3.2,-58.8978,-59.6549,-59.4464,-58.7582,-59.9231,-59.1906,-59.8419,-59.8689,-59.3528,-59.7789,-59.5859,-59.1397,-59.3599,-59.186,-59.4606,-59.8857,-59.7466,-58.954,-58.3862,-58.5878,-59.2255,-57.8989,-59.1979,-59.0381,-58.2427,-58.3201,-59.5734,-58.605
3.3,-58.9108,-59.6591,-59.4532,-58.7539,-59.8437,-59.2004,-59.8439,-59.8705,-59.3607,-59.7816,-59.591,-59.1499,-59.3653,-59.1868,-59.4673,-59.8871,-59.7497,-58.9488,-58.3816,-58.5932,-59.235,-57.8814,-59.1365,-59.0445,-58.241,-58.3057,-59.5787,-58.5965
3.4,-58.9236,-59.6634,-59.4599,-58.7516,-59.773,-59.2101,-59.8458,-59.8722,-59.3686,-59.7843,-59.5609,-59.1601,-59.371,-59.1131,-59.4738,-59.8885,-59.7528,-58.9455,-58.3794,-58.5996,-59.2444,-57.8684,-59.0828,-59.0514,-58.2416,-58.2949,-59.5839,-58.5907
3.5,-58.9364,-59.6675,-59.4665,-58.751,-59.7103,-59.2197,-59.8477,-59.8737,-59.3763,-59.787,-59.4848,-59.1701,-59.3767,-59.0485,-59.4803,-59.8899,-59.7559,-58.9437,-58.3794,-58.607,-59.2536,-57.8594,-59.036,-59.0586,-58.2442,-58.2874,-59.589,-58.5871
3.6,-58.949,-59.6716,-59.4731,-58.752,-59.6546,-59.2292,-59.8496,-59.8753,-59.384,-59.7896,-59.4176,-59.1801,-59.3826,-58.992,-59.4867,-59.8913,-59.7589,-58.9434,-58.3813,-58.6152,-59.2628,-57.8539,-58.9955,-59.0662,-58.2486,-58.2827,-59.5941,-58.5856
3.7,-58.9615,-59.6757,-59.4796,-58.7543,-59.6055,-59.2386,-59.8515,-59.8768,-59.3915,-59.7922,-59.3584,-59.1899,-59.3886,-58.9429,-59.493,-59.8926,-59.7619,-58.9443,-58.3849,-58.6242,-59.2718,-57.8515,-58.9605,-59.074,-58.2545,-58.2805,-59.5991,-58.5859
3.8,-58.9739,-59.6797,-59.486,-58.7579,-59.5621,-59.2479,-59.8533,-59.8784,-59.399,-59.7948,-59.3064,-59.1996,-59.3947,-58.9005,-59.4993,-59.894,-59.7648,-58.9465,-58.39,-58.6339,-59.2807,-57.852,-58.9307,-59.0821,-58.2619,-58.2806,-59.604,-58.5879
3.9,-58.9861,-59.6836,-59.4923,-58.7625,-59.5239,-59.2571,-59.8551,-59.8799,-59.4064,-59.7973,-59.2609,-59.2093,-59.4008,-58.8639,-59.5054,-59.8953,-59.7677,-58.9496,-58.3965,-58.6441,-59.2895,-57.8549,-58.9053,-59.0905,-58.2706,-58.2828,-59.5484,-58.5914
4,-58.9983,-59.6875,-59.4986,-58.7681,-59.4904,-59.2662,-59.8569,-59.8814,-59.4137,-59.7998,-59.2212,-59.2188,-59.407,-58.8327,-59.5115,-59.8966,-59.7706,-58.9536,-58.4042,-58.6548,-59.2982,-57.8601,-58.884,-59.099,-58.2804,-58.2867,-59.4749,-58.5961
4.1,-59.0103,-59.6914,-59.5047,-58.7746,-59.4611,-59.2752,-59.8587,-59.8739,-59.4209,-59.8023,-59.1867,-59.2283,-59.4132,-58.8063,-59.5175,-59.8979,-59.7734,-58.9585,-58.4129,-58.6659,-59.3068,-57.8673,-58.8663,-59.1076,-58.2911,-58.2923,-59.4101,-58.602
4.2,-59.0222,-59.6952,-59.5108,-58.7818,-59.4357,-59.284,-59.8604,-59.791,-59.428,-59.8048,-59.1569,-59.2376,-59.4195,-58.7842,-59.5235,-59.8991,-59.7762,-58.964,-58.4226,-58.6775,-59.3153,-57.8761,-58.852,-59.1164,-58.3027,-58.2993,-59.353,-58.6089
4.3,-59.0339,-59.699,-59.5169,-58.7897,-59.4136,-59.2928,-59.8622,-59.7173,-59.4351,-59.8072,-59.1314,-59.2468,-59.4258,-58.766,-59.5293,-59.9004,-59.779,-58.9702,-58.4331,-58.6893,-59.3237,-57.8866,-58.8405,-59.1253,-58.315,-58.3075,-59.3028,-58.6168
4.4,-59.0456,-59.7027,-59.5228,-58.7982,-59.3947,-59.3014,-59.8639,-59.6519,-59.442,-59.8096,-59.1097,-59.256,-59.432,-58.7512,-59.5351,-59.9016,-59.7817,-58.977,-58.4443,-58.7014,-59.332,-57.8984,-58.8317,-59.1343,-58.328,-58.3168,-59.259,-58.6254
4.5,-59.0571,-59.7064,-59.5287,-58.8071,-59.3785,-59.31,-59.8656,-59.5941,-59.4489,-59.8119,-59.0914,-59.265,-59.4383,-58.7395,-59.5409,-59.9028,-59.7844,-58.9842,-58.4561,-58.7137,-59.3402,-57.9114,-58.8252,-59.1433,-58.3416,-58.3272,-59.2207,-58.6347
4.6,-59.0685,-59.71,-59.5345,-58.8166,-59.3648,-59.3184,-59.8672,-59.5429,-59.4556,-59.8142,-59.0761,-59.2739,-59.4446,-58.7305,-59.5465,-59.904,-59.7871,-58.9919,-58.4685,-58.7262,-59.3483,-57.9254,-58.8208,-59.1523,-58.3556,-58.3383,-59.1876,-58.6446
4.7,-59.0798,-59.7136,-59.5402,-58.8264,-59.3533,-59.3268,-59.8689,-59.4979,-59.4623,-59.8165,-59.0636,-59.2828,-59.4508,-58.7241,-59.5521,-59.9052,-59.7898,-58.9999,-58.4813,-58.7389,-59.3563,-57.9404,-58.8183,-59.1614,-58.3701,-58.3503,-59.159,-58.655
4.8,-59.0909,-59.7171,-59.5459,-58.8365,-59.3438,-59.335,-59.8705,-59.4583,-59.4689,-59.8188,-59.0536,-59.2915,-59.4571,-58.7198,-59.5576,-59.9064,-59.7924,-59.0082,-58.4945,-58.7517,-59.3642,-57.9561,-58.8175,-59.1705,-58.3849,-58.3628,-59.1345,-58.6659
4.9,-59.1019,-59.7206,-59.5515,-58.8469,-59.3362,-59.3432,-59.8721,-59.4237,-59.4755,-59.8211,-59.0458,-59.3001,-59.4633,-58.7176,-59.5631,-59.9076,-59.7949,-59.0168,-58.5081,-58.7646,-59.372,-57.9726,-58.8181,-59.1797,-58.4,-58.376,-59.1137,-58.6772
5,-59.1128,-59.7241,-59.557,-58.8575,-59.3301,-59.3512,-59.8737,-59.3935,-59.4819,-59.8233,-59.0399,-59.3087,-59.4695,-58.7171,-59.5685,-59.9087,-59.7975,-59.0257,-58.522,-58.7776,-59.3798,-57.9896,-58.8201,-59.1888,-58.4154,-58.3896,-59.0962,-58.6889
5.1,-59.1236,-59.7275,-59.5625,-58.8684,-59.3255,-59.3592,-59.8753,-59.3673,-59.4883,-59.8255,-59.0359,-59.3171,-59.4756,-58.7182,-59.5738,-59.9099,-59.8,-59.0171,-58.5361,-58.7906,-59.3874,-58.0072,-58.8233,-59.1978,-58.431,-58.4037,-59.0817,-58.7008
5.2,-59.1342,-59.7308,-59.5679,-58.8794,-59.3222,-59.367,-59.8768,-59.3447,-59.4946,-59.8276,-59.0334,-59.3254,-59.4817,-58.7207,-59.579,-59.911,-59.8025,-58.9442,-58.5504,-58.8036,-59.3949,-58.0252,-58.8275,-59.2069,-58.4467,-58.4181,-59.0699,-58.6534
5.3,-59.1447,-59.7342,-59.5732,-58.8906,-59.3201,-59.3748,-59.8783,-59.3252,-59.5008,-59.8298,-59.0323,-59.3337,-59.4878,-58.7244,-59.5842,-59.9121,-59.8049,-58.8805,-58.5649,-58.8166,-59.4023,-58.0436,-58.8327,-59.2159,-58.4626,-58.4329,-59.0604,-58.5888
5.4,-59.1551,-59.7375,-59.5785,-58.9018,-59.319,-59.3825,-59.8798,-59.3087,-59.507,-59.8319,-59.0325,-59.3418,-59.4938,-58.7293,-59.5894,-59.9132,-59.8073,-58.8251,-58.5795,-58.8296,-59.4097,-58.0623,-58.8387,-59.2249,-58.4785,-58.4479,-59.0531,-58.533
5.5,-59.1654,-59.7407,-59.5837,-58.9132,-59.3188,-59.39,-59.8813,-59.2948,-59.513,-59.834,-59.0339,-59.3499,-59.4998,-58.7351,-59.5944,-59.9142,-59.8097,-58.7772,-58.5942,-58.8426,-59.3323,-58.0812,-58.8454,-59.2338,-58.4946,-58.463,-59.0477,-58.485
5.6,-59.1756,-59.7439,-59.5888,-58.9246,-59.3195,-59.3975,-59.8828,-59.2833,-59.519,-59.836,-59.0362,-59.3578,-59.5057,-58.7418,-59.5994,-59.9153,-59.8121,-58.736,-58.609,-58.8556,-59.2641,-58.1004,-58.8528,-59.2427,-58.5106,-58.4524,-59.044,-58.4441
5.7,-59.1856,-59.7471,-59.5939,-58.936,-59.3209,-59.4049,-59.8843,-59.2738,-59.525,-59.8381,-59.0394,-59.3657,-59.5116,-58.7493,-59.6044,-59.9164,-59.8144,-58.7007,-58.6238,-58.8685,-59.2043,-58.1197,-58.8607,-59.2515,-58.5267,-58.3875,-59.0419,-58.4096
5.8,-59.1956,-59.7502,-59.5989,-58.9475,-59.3229,-59.4122,-59.8857,-59.2663,-59.5308,-59.8401,-59.0434,-59.3735,-59.5174,-58.7574,-59.6092,-59.9174,-59.8167,-58.6709,-58.6387,-58.8814,-59.1519,-58.1391,-58.8691,-59.2603,-58.5428,-58.3317,-59.0411,-58.3807
5.9,-59.2054,-59.7533,-59.6038,-58.959,-59.3255,-59.4194,-59.8871,-59.2604,-59.5366,-59.842,-59.0482,-59.3811,-59.5232,-58.7661,-59.6141,-59.9184,-59.819,-58.6459,-58.6535,-58.8942,-59.1062,-58.1586,-58.8779,-59.269,-58.5589,-58.284,-59.0415,-58.3569
6,-59.2151,-59.7563,-59.6087,-58.9705,-59.3287,-59.4266,-59.8885,-59.256,-59.5423,-59.844,-59.0535,-59.3887,-59.5289,-58.7754,-59.6188,-59.9194,-59.7689,-58.6253,-58.6684,-58.9069,-59.0666,-58.1781,-58.8872,-59.2776,-58.5749,-58.2436,-59.043,-58.3377
6.1,-59.2247,-59.7594,-59.6135,-58.9819,-59.3323,-59.4336,-59.8899,-59.253,-59.5479,-59.8459,-59.0594,-59.3962,-59.5346,-58.7851,-59.6235,-59.9204,-59.6916,-58.6085,-58.6832,-58.9196,-59.0323,-58.1977,-58.8967,-59.2861,-58.5909,-58.2098,-59.0456,-58.3226
6.2,-59.2341,-59.7623,-59.6183,-58.9934,-59.3363,-59.4406,-59.8913,-59.2512,-59.5535,-59.8478,-59.0658,-59.4036,-59.5402,-58.7952,-59.6282,-59.9214,-59.623,-58.5952,-58.6979,-58.9321,-59.003,-58.2173,-58.9065,-59.2946,-58.6068,-58.1818,-59.0489,-58.3111
6.3,-59.2435,-59.7653,-59.623,-59.0047,-59.3407,-59.4475,-59.8926,-59.2505,-59.559,-59.8497,-59.0725,-59.4109,-59.5457,-58.8056,-59.6328,-59.9224,-59.5623,-58.5851,-58.7126,-58.9446,-58.978,-58.2369,-58.9166,-59.303,-58.6226,-58.159,-59.053,-58.3029
6.4,-59.2527,-59.7682,-59.6277,-59.0161,-59.3454,-59.4543,-59.8939,-59.1824,-59.5644,-59.8516,-59.0797,-59.4181,-59.5512,-58.8163,-59.6373,-59.9234,-59.5087,-58.5777,-58.7272,-58.957,-58.957,-58.2564,-58.9268,-59.3113,-58.6384,-58.1409,-59.0579,-58.2975
6.5,-59.2619,-59.7711,-59.6323,-59.0273,-59.3503,-59.461,-59.8953,-59.1067,-59.5698,-59.8534,-59.0872,-59.4253,-59.5566,-58.8273,-59.6418,-59.9243,-59.4616,-58.5728,-58.7418,-58.9692,-58.9394,-58.2758,-58.9372,-59.3196,-58.654,-58.1271,-59.0633,-58.2948
6.6,-59.2709,-59.7739,-59.6368,-59.0386,-59.3555,-59.4676,-59.8966,-59.0403,-59.5751,-59.8552,-59.0949,-59.4323,-59.562,-58.787,-59.6462,-59.9253,-59.4201,-58.5702,-58.7563,-58.9814,-58.9251,-58.2952,-58.9478,-59.3277,-58.6696,-58.1169,-59.0692,-58.2945
6.7,-59.2798,-59.7767,-59.6413,-59.0497,-59.3609,-59.4741,-59.8978,-58.9823,-59.5804,-59.857,-59.1029,-59.4393,-59.5673,-58.7202,-59.6506,-59.9262,-59.3838,-58.5695,-58.7706,-58.9935,-58.9136,-58.3145,-58.9584,-59.3358,-58.685,-58.1102,-59.0756,-58.2534
6.8,-59.2887,-59.7794,-59.6457,-59.0259,-59.3665,-59.4806,-59.8991,-58.9318,-59.5855,-59.8588,-59.1111,-59.4462,-59.5726,-58.6623,-59.6549,-59.9271,-59.3522,-58.5706,-58.7849,-59.0054,-58.9046,-58.3336,-58.9692,-59.3438,-58.7004,-58.1064,-59.0824,-58.1787
6.9,-59.2974,-59.7822,-59.6501,-58.9566,-59.3722,-59.487,-59.9004,-58.8882,-59.5906,-59.8606,-59.1195,-59.453,-59.5778,-58.6123,-59.6591,-59.928,-59.3248,-58.5733,-58.7991,-59.0172,-58.8979,-58.3527,-58.98,-59.3517,-58.7156,-58.1052,-59.0896,-58.1145
7,-59.306,-59.7849,-59.6544,-58.8962,-59.3781,-59.4933,-59.9016,-58.8506,-59.5957,-59.8623,-59.128,-59.4597,-59.583,-58.5695,-59.6633,-59.9289,-59.3012,-58.5774,-58.8131,-59.029,-58.8932,-58.3716,-58.9908,-59.3596,-58.7306,-58.1065,-59.097,-58.0596
7.1,-59.3145,-59.7875,-59.6587,-58.8436,-59.384,-59.4995,-59.9028,-58.8184,-59.6007,-59.864,-59.1366,-59.406,-59.5881,-58.533,-59.6675,-59.9298,-59.2809,-58.5827,-58.8271,-59.0406,-58.8904,-58.3904,-59.0017,-59.3673,-58.7456,-58.1098,-59.1048,-58.013
7.2,-59.3229,-59.7902,-59.6629,-58.7982,-59.3901,-59.5057,-59.904,-58.7912,-59.6056,-59.8657,-59.1453,-59.3345,-59.5931,-58.5023,-59.6716,-59.9306,-59.2637,-58.5891,-58.8409,-59.0521,-58.8892,-58.4091,-59.0126,-59.375,-58.7604,-58.115,-59.1127,-57.974
7.3,-59.3312,-59.7928,-59.667,-58.7591,-59.3962,-59.5118,-59.9052,-58.7684,-59.6105,-59.8673,-59.1541,-59.2716,-59.5981,-58.4767,-59.6757,-59.9315,-59.2493,-58.5965,-58.8546,-59.0634,-58.8894,-58.4276,-59.0234,-59.3826,-58.7751,-58.1219,-59.1209,-57.9417
7.4,-59.3394,-59.7953,-59.6712,-58.7259,-59.4024,-59.5178,-59.9064,-58.7495,-59.6153,-59.869,-59.1629,-59.2163,-59.603,-58.4558,-59.6797,-59.9324,-59.2372,-58.6048,-58.8682,-59.0747,-58.8909,-58.446,-59.0343,-59.3901,-58.7382,-58.1303,-59.1292,-57.9154
7.5,-59.3475,-59.7979,-59.6752,-58.6977,-59.4086,-59.5237,-59.9076,-58.7342,-59.62,-59.8706,-59.1718,-59.168,-59.6079,-58.4389,-59.6836,-59.9332,-59.2274,-58.6138,-58.8816,-59.0858,-58.8936,-58.4642,-59.0451,-59.3975,-58.6746,-58.14,-59.1376,-57.8945
7.6,-59.3555,-59.8004,-59.6792,-58.6742,-59.4149,-59.5296,-59.9087,-58.7221,-59.6247,-59.8722,-59.1807,-59.126,-59.6127,-58.4258,-59.6875,-59.934,-59.2196,-58.6235,-58.8949,-59.0969,-58.8973,-58.4822,-59.0559,-59.4048,-58.6195,-58.1508,-59.1462,-57.8784
7.7,-59.3634,-59.8028,-59.6832,-58.6548,-59.4212,-59.5354,-59.9098,-58.7128,-59.6293,-59.8738,-59.1896,-59.0895,-59.6174,-58.416,-59.6914,-59.9348,-59.2136,-58.6338,-58.9081,-59.1078,-58.9019,-58.5001,-59.0667,-59.4121,-58.5721,-58.1626,-59.1549,-57.8666
7.8,-59.3712,-59.8053,-59.6871,-58.6391,-59.4274,-59.5411,-59.911,-58.706,-59.6339,-59.8754,-59.1985,-59.0582,-59.6221,-58.4091,-59.6952,-59.9357,-59.2091,-58.6445,-58.9212,-59.1186,-58.9074,-58.5178,-59.0774,-59.4193,-58.5316,-58.1753,-59.1636,-57.8586
7.9,-59.3789,-59.8077,-59.691,-58.6268,-59.4337,-59.5468,-59.9121,-58.7015,-59.6384,-59.8769,-59.2074,-59.0313,-59.6268,-58.4049,-59.699,-59.9365,-59.206,-58.6557,-58.9341,-59.1292,-58.9135,-58.5354,-59.088,-59.4263,-58.4973,-58.1888,-59.1723,-57.854
8,-59.3865,-59.8101,-59.6948,-58.6174,-59.44,-59.5524,-59.9131,-58.699,-59.6429,-59.8784,-59.2163,-59.0085,-59.6313,-58.403,-59.7027,-59.9372,-59.2043,-58.6673,-58.9469,-59.1398,-58.9202,-58.5528,-59.0986,-59.4334,-58.4686,-58.203,-59.1812,-57.8525
