# time,sweep00,sweep01,sweep02,sweep03,sweep04,sweep05,sweep06,sweep07,sweep08,sweep09,sweep10,sweep11,sweep12,sweep13,sweep14,sweep15,sweep16,sweep17,sweep18,sweep19,sweep20,sweep21,sweep22,sweep23,sweep24,sweep25,sweep26,sweep27,sweep28,sweep29,sweep30,sweep31,sweep32
94.4,-42.9791,-42.5554,-41.8105,-42.3929,-40.7913,-41.6239,-41.5861,-41.4628,-39.6985,-37.7293,-40.9476,-41.9753,-42.1755,-42.2145,-41.7707,-41.4655,-40.7536,-40.7155,-43.0137,-41.8973,-40.5768,-40.6921,-40.4536,-41.2887,-41.7003,-40.4919,-40.6053,-42.3544,-39.9085,-40.7885,-39.5469,-40.2862,-42.734
94.5,-43.0951,-42.6762,-41.9343,-42.5144,-40.9188,-41.7484,-41.7107,-41.5879,-39.8296,-37.8659,-41.0745,-42.0984,-42.2978,-42.3367,-41.8945,-41.5906,-40.881,-40.8432,-43.1327,-42.0208,-40.705,-40.8199,-40.5678,-41.4144,-41.8245,-40.5848,-40.7334,-42.4653,-40.0389,-40.9159,-39.6784,-40.4149,-42.8214
94.6,-43.211,-42.7966,-42.0576,-42.6354,-41.0458,-41.8724,-41.8349,-41.6541,-39.9602,-38.0022,-41.2009,-42.221,-42.4197,-42.4584,-42.0178,-41.7152,-41.0081,-40.9705,-43.2512,-42.1437,-40.8327,-40.9473,-40.6836,-41.5396,-41.9482,-40.6608,-40.8611,-42.5773,-40.1689,-41.0429,-39.8095,-40.5432,-42.9129
94.7,-43.3267,-42.9165,-42.1804,-42.756,-41.1724,-41.9959,-41.9585,-41.7281,-40.0905,-38.138,-41.3269,-42.3431,-42.5411,-42.5796,-42.1407,-41.8393,-41.1347,-41.0974,-43.3692,-42.2662,-40.9601,-41.0742,-40.8007,-41.6643,-42.0714,-40.7437,-40.9883,-42.69,-40.2984,-41.1694,-39.9402,-40.6712,-43.0077
94.8,-43.4423,-43.0358,-42.3027,-42.876,-41.2985,-42.119,-42.0817,-41.8087,-40.2203,-38.2736,-41.4525,-42.4647,-42.662,-42.7004,-42.2631,-41.963,-41.2609,-41.2238,-43.4866,-42.3882,-41.0869,-41.2006,-40.9189,-41.7886,-42.1942,-40.8326,-41.1151,-42.8033,-40.4276,-41.2955,-40.0705,-40.7988,-43.1053
94.9,-43.5577,-43.1547,-42.4246,-42.9955,-41.4242,-42.2416,-42.2045,-41.8948,-40.3497,-38.4088,-41.5776,-42.5859,-42.7824,-42.8207,-42.385,-42.0862,-41.3866,-41.3497,-43.6036,-42.5097,-41.2134,-41.3267,-41.038,-41.9125,-42.3165,-40.9266,-41.2414,-42.9171,-40.5563,-41.4212,-40.2004,-40.926,-43.2054
95,-43.6727,-43.2731,-42.546,-43.1146,-41.5494,-42.3637,-42.3267,-41.9857,-40.4786,-38.5436,-41.7022,-42.7066,-42.9024,-42.9404,-42.5064,-42.2089,-41.5119,-41.4752,-43.72,-42.6308,-41.3393,-41.4522,-41.1577,-42.0358,-42.4383,-41.0248,-41.3673,-43.0312,-40.6846,-41.5464,-40.3298,-41.0527,-43.3074
95.1,-43.7875,-43.391,-42.6669,-43.2331,-41.6741,-42.4853,-42.4485,-42.0807,-40.6072,-38.678,-41.8263,-42.8268,-43.0218,-43.0597,-42.6274,-42.3311,-41.6367,-41.6002,-43.836,-42.7513,-41.4649,-41.5773,-41.278,-42.1587,-42.5596,-41.1267,-41.4927,-43.1456,-40.8124,-41.6711,-40.4588,-41.1791,-43.4112
95.2,-43.902,-43.5083,-42.7808,-43.3512,-41.7984,-42.6064,-42.5698,-42.1791,-40.7353,-38.8121,-41.95,-42.9465,-43.1407,-43.1785,-42.7479,-42.4529,-41.7611,-41.7248,-43.9514,-42.8714,-41.5899,-41.702,-41.3986,-42.2812,-42.6804,-41.2316,-41.6177,-43.26,-40.9398,-41.7954,-40.5874,-41.305,-43.5163
95.3,-44.0161,-43.6252,-42.8415,-43.4687,-41.9222,-42.7271,-42.6906,-42.2803,-40.8629,-38.9458,-42.0733,-43.0658,-43.2592,-43.2968,-42.868,-42.5741,-41.885,-41.8489,-44.0663,-42.9909,-41.7145,-41.8262,-41.5195,-42.4031,-42.8008,-41.3391,-41.7422,-43.3745,-41.0667,-41.9192,-40.7156,-41.4305,-43.6225
95.4,-44.1298,-43.7416,-42.9098,-43.5858,-41.9978,-42.8472,-42.8109,-42.384,-40.9902,-39.0791,-42.196,-43.1845,-43.3771,-43.4145,-42.9875,-42.6949,-42.0084,-41.9725,-44.1807,-43.11,-41.8386,-41.9499,-41.6405,-42.5246,-42.9206,-41.4487,-41.8662,-43.4889,-41.1932,-42.0426,-40.8433,-41.5556,-43.7297
95.5,-44.2431,-43.8574,-42.9847,-43.7023,-42.0684,-42.9669,-42.9307,-42.4897,-41.1169,-39.2121,-42.3183,-43.3027,-43.4945,-43.5318,-43.1065,-42.8152,-42.1314,-42.0956,-44.2946,-43.2286,-41.9623,-42.0731,-41.7617,-42.6455,-43.04,-41.56,-41.9898,-43.6033,-41.3193,-42.1654,-40.9706,-41.6802,-43.8375
95.6,-44.356,-43.9727,-43.0651,-43.8183,-42.1094,-43.0861,-43.05,-42.5971,-41.2432,-39.3446,-42.4401,-43.4204,-43.6115,-43.6486,-43.2251,-42.935,-42.2539,-42.2183,-44.4079,-43.3466,-42.0855,-42.1959,-41.8828,-42.766,-43.1589,-41.6729,-42.1128,-43.7175,-41.4449,-42.2878,-41.0974,-41.8044,-43.946
95.7,-44.4685,-44.0875,-43.1503,-43.9338,-42.1387,-43.2047,-43.1688,-42.7059,-41.3691,-39.4768,-42.5614,-43.5377,-43.7279,-43.7648,-43.3431,-43.0543,-42.3759,-42.3405,-44.5207,-43.4642,-42.2082,-42.3181,-42.0038,-42.886,-43.2772,-41.7869,-42.2354,-43.8314,-41.57,-42.4097,-41.2238,-41.9281,-44.0548
95.8,-44.5805,-44.2018,-43.2395,-44.0488,-42.1806,-43.3229,-43.2871,-42.8159,-41.4945,-39.6085,-42.6822,-43.6544,-43.8438,-43.8806,-43.4607,-43.1731,-42.4975,-42.4622,-44.633,-43.5812,-42.3304,-42.4399,-42.1247,-43.0055,-43.3951,-41.9018,-42.3576,-43.9451,-41.6947,-42.5312,-41.3497,-42.0513,-44.1639
95.9,-44.692,-44.3156,-43.3322,-44.1633,-42.2332,-43.4406,-43.4049,-42.9267,-41.6195,-39.7398,-42.8026,-43.7706,-43.9592,-43.9958,-43.5777,-43.2914,-42.6186,-42.5834,-44.7448,-43.6978,-42.4522,-42.5613,-42.2454,-43.1245,-43.5124,-42.0176,-42.4792,-44.0586,-41.8189,-42.6521,-41.4752,-42.1741,-44.2733
96,-44.8031,-44.4289,-43.4278,-44.2772,-42.2951,-43.5577,-43.5223,-43.0382,-41.744,-39.8708,-42.9224,-43.8863,-44.074,-44.1105,-43.6943,-43.4092,-42.7391,-42.7042,-44.8561,-43.8138,-42.5734,-42.6821,-42.3659,-43.243,-43.6293,-42.1339,-42.6004,-44.1717,-41.9426,-42.7726,-41.6002,-42.2964,-44.3827
96.1,-44.9138,-44.5416,-43.5259,-44.3906,-42.3648,-43.6744,-43.6391,-43.1504,-41.868,-40.0013,-43.0417,-44.0015,-44.1884,-44.2247,-43.8103,-43.5265,-42.8592,-42.8244,-44.9668,-43.9293,-42.6942,-42.8024,-42.4861,-43.361,-43.7456,-42.2506,-42.721,-44.2845,-42.0659,-42.8925,-41.7248,-42.4182,-44.4921
96.2,-45.0239,-44.6538,-43.626,-44.5035,-42.4412,-43.7905,-43.7553,-43.2629,-41.9915,-40.1314,-43.1606,-44.1162,-44.3022,-44.3384,-43.9258,-43.6432,-42.9788,-42.9442,-45.077,-44.0444,-42.8145,-42.9223,-42.606,-43.4785,-43.8614,-42.3677,-42.8412,-44.3463,-42.1887,-43.012,-41.8489,-42.5396,-44.6015
96.3,-45.1336,-44.7655,-43.7279,-44.6159,-42.5234,-43.9061,-43.8711,-43.3757,-42.1146,-40.2611,-43.2789,-44.2303,-44.4155,-44.4515,-44.0408,-43.7595,-43.0979,-43.0634,-45.1866,-44.1588,-42.9343,-43.0416,-42.7256,-43.5955,-43.9767,-42.485,-42.9609,-44.4027,-42.311,-43.131,-41.9725,-42.6605,-44.6845
96.4,-45.2427,-44.8766,-43.8312,-44.7278,-42.6104,-44.0212,-43.9864,-43.4887,-42.2372,-40.3904,-43.3968,-44.344,-44.5283,-44.5641,-44.1553,-43.8753,-43.2166,-43.1822,-45.2957,-44.2728,-43.0536,-43.1605,-42.8449,-43.712,-44.0915,-42.6024,-43.0801,-44.4661,-42.4328,-43.2494,-42.0956,-42.7809,-44.7341
96.5,-45.3513,-44.9872,-43.9357,-44.8391,-42.7017,-44.1358,-44.1011,-43.6018,-42.3593,-40.5192,-43.5141,-44.4504,-44.6406,-44.6762,-44.2693,-43.9905,-43.3347,-43.3004,-45.4043,-44.3863,-43.1724,-43.2788,-42.9637,-43.8279,-44.2058,-42.7198,-43.1988,-44.5355,-42.5542,-43.3674,-42.2183,-42.9008,-44.7914
96.6,-45.4595,-45.0973,-44.0411,-44.9499,-42.7964,-44.2499,-44.2154,-43.7149,-42.481,-40.6476,-43.631,-44.5013,-44.7523,-44.7878,-44.3828,-44.1053,-43.4523,-43.4182,-45.5056,-44.4992,-43.2907,-43.3967,-43.0822,-43.9434,-44.3196,-42.8371,-43.317,-44.6102,-42.675,-43.4849,-42.3405,-43.0202,-44.8553
96.7,-45.5671,-45.2069,-44.1473,-45.0602,-42.8942,-44.3635,-44.3291,-43.8279,-42.6021,-40.7755,-43.7473,-44.5599,-44.8636,-44.8988,-44.4957,-44.2195,-43.5694,-43.5355,-45.5498,-44.6116,-43.4085,-43.514,-43.2003,-44.0583,-44.4328,-42.9544,-43.4347,-44.6893,-42.7954,-43.6019,-42.4622,-43.1391,-44.9249
96.8,-45.6742,-45.3159,-44.254,-45.1699,-42.9945,-44.4765,-44.4423,-43.9408,-42.7228,-40.9031,-43.8631,-44.6251,-44.9742,-45.0094,-44.6081,-44.3332,-43.686,-43.6522,-45.6018,-44.7235,-43.5258,-43.6309,-43.318,-44.1728,-44.5455,-43.0715,-43.5519,-44.7722,-42.9153,-43.7183,-42.5834,-43.2576,-44.9994
96.9,-45.7808,-45.4244,-44.3612,-45.2791,-43.0968,-44.589,-44.5549,-44.0536,-42.8429,-41.0301,-43.9784,-44.696,-45.0844,-45.1193,-44.72,-44.4463,-43.802,-43.7684,-45.6605,-44.8348,-43.6426,-43.7472,-43.4352,-44.2867,-44.6577,-43.1884,-43.6685,-44.8583,-43.0346,-43.8342,-42.7042,-43.3755,-45.0781
97,-45.8407,-45.5324,-44.4688,-45.3878,-43.201,-44.701,-44.6671,-44.1661,-42.9626,-41.1568,-44.0932,-44.7718,-45.194,-45.2288,-44.8314,-44.559,-43.9176,-43.8842,-45.7249,-44.9456,-43.7458,-43.863,-43.552,-44.4,-44.7694,-43.305,-43.7847,-44.9472,-43.1535,-43.9497,-42.8244,-43.4929,-45.1603
97.1,-45.8876,-45.6398,-44.5765,-45.4959,-43.3066,-44.8124,-44.7787,-44.2783,-43.0818,-41.283,-44.2075,-44.8517,-45.3031,-45.2799,-44.9422,-44.6711,-44.0327,-43.9994,-45.7943,-45.0559,-43.8018,-43.9783,-43.6683,-44.5129,-44.8805,-43.4213,-43.9003,-45.0384,-43.2719,-44.0646,-42.9442,-43.6098,-45.2456
97.2,-45.9416,-45.7466,-44.6843,-45.6035,-43.4134,-44.9234,-44.8898,-44.3903,-43.2005,-41.4087,-44.3212,-44.9352,-45.4116,-45.3321,-45.0525,-44.7827,-44.1472,-44.1141,-45.8679,-45.1657,-43.8654,-44.0931,-43.7842,-44.6253,-44.9911,-43.5374,-44.0155,-45.1182,-43.3898,-44.179,-43.0634,-43.7262,-45.3335
97.3,-46.0018,-45.853,-44.7922,-45.7106,-43.5211,-45.0338,-45.0004,-44.5019,-43.3187,-41.5339,-44.4344,-45.0218,-45.5197,-45.3518,-45.1623,-44.8938,-44.2612,-44.2282,-45.9452,-45.2749,-43.9354,-44.2074,-43.8996,-44.7371,-45.1012,-43.653,-44.1301,-45.1512,-43.5072,-44.2929,-43.1822,-43.8421,-45.4236
97.4,-46.0673,-45.9588,-44.9,-45.8171,-43.6297,-45.1436,-45.1104,-44.6132,-43.4364,-41.6587,-44.5471,-45.111,-45.6271,-45.3581,-45.2715,-45.0043,-44.3747,-44.3419,-46.0256,-45.3836,-44.011,-44.3211,-43.9528,-44.8483,-45.2107,-43.7683,-44.2442,-45.1938,-43.624,-44.4062,-43.3005,-43.9575,-45.5156
97.5,-46.1373,-46.064,-45.0077,-45.9231,-43.7388,-45.253,-45.2199,-44.7241,-43.5535,-41.7831,-44.6593,-45.2023,-45.7341,-45.3774,-45.3802,-45.1143,-44.4877,-44.455,-46.1087,-45.4918,-44.0913,-44.4343,-44.0137,-44.9591,-45.3197,-43.8833,-44.3578,-45.2446,-43.7404,-44.5191,-43.4182,-44.0724,-45.609
97.6,-46.2112,-46.1687,-45.1152,-46.0285,-43.8484,-45.3618,-45.3288,-44.8346,-43.6702,-41.907,-44.771,-45.2955,-45.8405,-45.4078,-45.4884,-45.2238,-44.6002,-44.5676,-46.1941,-45.5994,-44.1757,-44.547,-44.0814,-45.0693,-45.4282,-43.9978,-44.4708,-45.3026,-43.8562,-44.6314,-43.5355,-44.1868,-45.7038
97.7,-46.2885,-46.2729,-45.2226,-46.1334,-43.9583,-45.47,-45.4373,-44.9446,-43.7864,-42.0304,-44.8821,-45.3902,-45.9463,-45.4479,-45.596,-45.3327,-44.7121,-44.6797,-46.2813,-45.7065,-44.2635,-44.6592,-44.1548,-45.179,-45.5361,-44.1119,-44.5834,-45.3666,-43.9716,-44.7432,-43.6522,-44.3006,-45.7996
97.8,-46.3687,-46.3765,-45.3296,-46.2378,-44.0684,-45.5777,-45.5451,-45.0543,-43.902,-42.1533,-44.9927,-45.4862,-46.0517,-45.4963,-45.7031,-45.4412,-44.8235,-44.7913,-46.3702,-45.813,-44.3543,-44.7709,-44.2332,-45.2882,-45.6435,-44.2255,-44.6954,-45.436,-44.0864,-44.8544,-43.7685,-44.4139,-45.8962
97.9,-46.4514,-46.4796,-45.4364,-46.3416,-44.1787,-45.6849,-45.6525,-45.1635,-44.0171,-42.2757,-45.096,-45.5832,-46.1564,-45.5519,-45.8097,-45.549,-44.9344,-44.9023,-46.4604,-45.919,-44.4476,-44.8493,-44.3158,-45.3968,-45.7504,-44.3387,-44.8069,-45.5099,-44.2007,-44.902,-43.8842,-44.5267,-45.9936
98,-46.5361,-46.5822,-45.5429,-46.4448,-44.2889,-45.7916,-45.7593,-45.2722,-44.1317,-42.3977,-45.1429,-45.681,-46.2607,-45.6138,-45.9157,-45.6564,-45.0447,-45.0128,-46.5517,-46.0245,-44.5429,-44.9011,-44.402,-45.5049,-45.8567,-44.4515,-44.9178,-45.5876,-44.3145,-44.9573,-43.9994,-44.639,-46.0914
98.1,-46.6225,-46.6841,-45.649,-46.5476,-44.3992,-45.8977,-45.8656,-45.3805,-44.2458,-42.5192,-45.1975,-45.7795,-46.3644,-45.6811,-46.0211,-45.7631,-45.1545,-45.1228,-46.6439,-46.1294,-44.6401,-44.9601,-44.4912,-45.6124,-45.9625,-44.5637,-45.0282,-45.6687,-44.4277,-45.0194,-44.1141,-44.7507,-46.1896
98.2,-46.7104,-46.7856,-45.7547,-46.6497,-44.5093,-46.0033,-45.9713,-45.4883,-44.3594,-42.6402,-45.2587,-45.8786,-46.4675,-45.753,-46.1261,-45.8694,-45.2638,-45.2322,-46.7368,-46.2337,-44.7387,-45.0254,-44.5831,-45.7195,-46.0677,-44.6755,-45.1247,-45.7526,-44.5405,-45.0873,-44.2283,-44.8619,-46.2881
98.3,-46.7996,-46.8865,-45.86,-46.7514,-44.6192,-46.1083,-46.0765,-45.5956,-44.4725,-42.7607,-45.3257,-45.978,-46.5701,-45.8288,-46.2305,-45.9751,-45.3725,-45.3411,-46.8303,-46.3376,-44.8385,-45.096,-44.6771,-45.8259,-46.1724,-44.7868,-45.1722,-45.839,-44.6527,-45.1602,-44.3419,-44.9726,-46.3868
98.4,-46.8897,-46.9868,-45.965,-46.8524,-44.729,-46.2128,-46.1812,-45.7024,-44.585,-42.8807,-45.3976,-46.0777,-46.6722,-45.9081,-46.3343,-46.0803,-45.4808,-45.4495,-46.9243,-46.4409,-44.9392,-45.1713,-44.773,-45.9319,-46.2765,-44.8977,-45.2274,-45.9274,-44.7643,-45.2373,-44.455,-45.0828,-46.4855
98.5,-46.9806,-47.0866,-46.0694,-46.953,-44.8385,-46.3167,-46.2853,-45.8087,-44.697,-43.0002,-45.4737,-46.1775,-46.7737,-45.9902,-46.4376,-46.1849,-45.5884,-45.5573,-47.0185,-46.5436,-45.0408,-45.2505,-44.8704,-46.0373,-46.3801,-45.008,-45.2891,-46.0175,-44.8755,-45.3181,-44.5676,-45.1924,-46.5843
98.6,-47.0722,-47.1859,-46.1735,-47.053,-44.9477,-46.4201,-46.3888,-45.9145,-44.8085,-43.1193,-45.5535,-46.2774,-46.8746,-46.0749,-46.5404,-46.289,-45.6956,-45.6646,-47.1129,-46.6458,-45.1429,-45.3331,-44.9691,-46.1421,-46.4832,-45.1178,-45.3564,-46.109,-44.9861,-45.4021,-44.6797,-45.3015,-46.6829
98.7,-47.1643,-47.2846,-46.277,-47.1524,-45.0566,-46.5229,-46.4918,-46.0198,-44.9194,-43.2378,-45.6363,-46.3773,-46.975,-46.1616,-46.6426,-46.3925,-45.8022,-45.7713,-47.2074,-46.7474,-45.2456,-45.4186,-45.0689,-46.2464,-46.5857,-45.2271,-45.4286,-46.2017,-45.0962,-45.4887,-44.7913,-45.4101,-46.7815
98.8,-47.2567,-47.3828,-46.3801,-47.2235,-45.1651,-46.6253,-46.5943,-46.1245,-45.0298,-43.3558,-45.7218,-46.4771,-47.0749,-46.2501,-46.7443,-46.4955,-45.9082,-45.8775,-47.302,-46.8485,-45.3486,-45.5066,-45.1694,-46.3502,-46.6877,-45.3359,-45.505,-46.2954,-45.2058,-45.5776,-44.9023,-45.5181,-46.8799
98.9,-47.3494,-47.4804,-46.4828,-47.2587,-45.2733,-46.727,-46.6962,-46.2288,-45.1397,-43.4733,-45.8095,-46.5768,-47.1742,-46.34,-46.8454,-46.598,-46.0137,-45.9832,-47.3965,-46.9491,-45.4518,-45.5966,-45.2706,-46.4534,-46.7891,-45.4441,-45.585,-46.3898,-45.3148,-45.6683,-45.0128,-45.6256,-46.978
99,-47.4423,-47.5774,-46.5849,-47.3014,-45.381,-46.8282,-46.7976,-46.3325,-45.2491,-43.5903,-45.8991,-46.6763,-47.273,-46.4312,-46.9459,-46.6999,-46.1187,-46.0883,-47.4909,-47.0491,-45.5551,-45.6883,-45.3724,-46.5561,-46.89,-45.5519,-45.668,-46.4849,-45.4233,-45.7606,-45.1228,-45.7325,-47.0759
99.1,-47.5352,-47.6739,-46.6865,-47.3506,-45.4884,-46.9289,-46.8984,-46.4357,-45.3579,-43.7068,-45.9903,-46.7756,-47.3712,-46.5233,-47.046,-46.8012,-46.2231,-46.1929,-47.5852,-47.1486,-45.6585,-45.7815,-45.4745,-46.6582,-46.9903,-45.6591,-45.7535,-46.5804,-45.5313,-45.8543,-45.2322,-45.8389,-47.1735
99.2,-47.6281,-47.7699,-46.7877,-47.4054,-45.5953,-47.029,-46.9987,-46.5384,-45.4662,-43.8228,-46.0828,-46.8747,-47.4689,-46.6163,-47.1454,-46.9021,-46.327,-46.297,-47.6792,-47.2475,-45.7618,-45.8759,-45.5768,-46.7598,-47.0901,-45.7658,-45.8413,-46.6763,-45.6387,-45.9491,-45.3411,-45.9448,-47.2707
99.3,-47.721,-47.8653,-46.8883,-47.465,-45.7018,-47.1286,-47.0985,-46.6405,-45.5739,-43.9383,-46.1763,-46.9734,-47.566,-46.7099,-47.2444,-47.0023,-46.4303,-46.4005,-47.773,-47.3458,-45.865,-45.9712,-45.6793,-46.8608,-47.1893,-45.872,-45.9309,-46.7724,-45.7456,-46.0447,-45.4495,-46.0501,-47.3676
99.4,-47.8137,-47.9602,-46.9884,-47.5289,-45.8078,-47.2276,-47.1976,-46.7421,-45.6811,-44.0533,-46.2708,-47.0718,-47.6626,-46.797,-47.3428,-47.102,-46.5331,-46.5034,-47.8666,-47.4437,-45.9681,-46.0674,-45.7819,-46.9613,-47.288,-45.9776,-46.0221,-46.8686,-45.8519,-46.141,-45.5573,-46.1549,-47.4641
99.5,-47.9063,-48.0545,-47.088,-47.5965,-45.9133,-47.3261,-47.2963,-46.8432,-45.7878,-44.1677,-46.3659,-47.1698,-47.7586,-46.8264,-47.4406,-47.2012,-46.6354,-46.6058,-47.9598,-47.5409,-46.071,-46.1641,-45.8845,-47.0613,-47.3862,-46.0827,-46.1146,-46.9649,-45.9577,-46.2379,-45.6646,-46.2591,-47.5603
99.6,-47.9986,-48.1483,-47.1871,-47.6671,-46.0184,-47.424,-47.3944,-46.9437,-45.8939,-44.2817,-46.4616,-47.2674,-47.8541,-46.8643,-47.5379,-47.2998,-46.7371,-46.7077,-48.0526,-47.6377,-46.1737,-46.2614,-45.9869,-47.1606,-47.4838,-46.1873,-46.2081,-47.0612,-46.063,-46.3352,-45.7713,-46.3628,-47.656
99.7,-48.0907,-48.2415,-47.2856,-47.7404,-46.123,-47.5214,-47.4919,-47.0437,-45.9995,-44.3951,-46.5577,-47.3647,-47.949,-46.9097,-47.5999,-47.3979,-46.8383,-46.809,-48.1451,-47.7338,-46.276,-46.359,-46.0893,-47.2595,-47.5808,-46.2913,-46.3025,-47.1574,-46.1677,-46.4327,-45.8776,-46.466,-47.7512
99.8,-48.1824,-48.3342,-47.3836,-47.8161,-46.227,-47.6182,-47.5889,-47.1431,-46.1045,-44.508,-46.654,-47.4615,-48.0434,-46.9615,-47.6332,-47.4954,-46.9389,-46.9098,-48.2372,-47.8294,-46.3781,-46.4568,-46.1914,-47.3578,-47.6773,-46.3948,-46.3976,-47.2534,-46.2719,-46.5305,-45.9832,-46.5686,-47.846
99.9,-48.2739,-48.4263,-47.4811,-47.8936,-46.3306,-47.7145,-47.6854,-47.242,-46.209,-44.6203,-46.7506,-47.5579,-48.1373,-47.019,-47.6739,-47.5924,-47.0389,-47.01,-48.3289,-47.9245,-46.4798,-46.5547,-46.2934,-47.4555,-47.7732,-46.4978,-46.4931,-47.3493,-46.3755,-46.6284,-46.0884,-46.6707,-47.9404
100,-48.365,-48.5179,-47.5781,-47.9729,-46.4337,-47.8102,-47.7813,-47.3404,-46.313,-44.7322,-46.8472,-47.6538,-48.2306,-47.0813,-47.7211,-47.6888,-47.1384,-47.1097,-48.4202,-48.0191,-46.5811,-46.6527,-46.395,-47.5527,-47.8686,-46.6002,-46.5891,-47.4449,-46.4786,-46.7262,-46.1929,-46.7722,-48.0343
100.1,-48.4557,-48.6089,-47.6745,-48.0535,-46.5363,-47.9054,-47.8766,-47.4382,-46.4164,-44.8435,-46.9439,-47.7493,-48.3233,-47.1478,-47.7739,-47.7847,-47.2374,-47.2088,-48.5111,-48.113,-46.6821,-46.7507,-46.4964,-47.6494,-47.9635,-46.702,-46.6854,-47.5402,-46.5811,-46.824,-46.297,-46.8732,-48.1277
100.2,-48.546,-48.6994,-47.7704,-48.1352,-46.6383,-48.0001,-47.9714,-47.5355,-46.5193,-44.9543,-47.0405,-47.8443,-48.4155,-47.2179,-47.8315,-47.88,-47.3358,-47.3074,-48.6015,-48.2065,-46.7826,-46.8486,-46.5974,-47.7455,-48.0578,-46.8034,-46.7818,-47.6352,-46.6831,-46.9217,-46.4005,-46.9736,-48.2206
100.3,-48.6359,-48.7894,-47.8657,-48.2179,-46.7398,-48.0941,-48.0657,-47.6322,-46.6216,-45.0645,-47.137,-47.9388,-48.5071,-47.2911,-47.8932,-47.9748,-47.4337,-47.4054,-48.6914,-48.2993,-46.8827,-46.9464,-46.698,-47.8411,-48.1516,-46.9042,-46.8784,-47.7299,-46.7846,-47.0193,-46.5034,-47.0734,-48.313
100.4,-48.7254,-48.8788,-47.9605,-48.3014,-46.8408,-48.1877,-48.1594,-47.7284,-46.7234,-45.1742,-47.2333,-48.0328,-48.5982,-47.367,-47.9586,-48.0691,-47.531,-47.5029,-48.7809,-48.3917,-46.9823,-47.044,-46.7983,-47.9361,-48.2448,-47.0044,-46.9749,-47.8243,-46.8855,-47.1166,-46.6058,-47.1728,-48.4049
100.5,-48.8144,-48.9677,-48.0548,-48.3854,-46.9413,-48.2807,-48.2526,-47.824,-46.8246,-45.2834,-47.3294,-48.1263,-48.6888,-47.4451,-48.0271,-48.1628,-47.6278,-47.5998,-48.8698,-48.4835,-47.0815,-47.1413,-46.8982,-48.0305,-48.3374,-47.1041,-47.0714,-47.9182,-46.9858,-47.2136,-46.7077,-47.2716,-48.4964
100.6,-48.903,-49.056,-48.1485,-48.47,-47.0412,-48.3731,-48.3452,-47.9191,-46.9253,-45.3921,-47.4253,-48.2194,-48.7788,-47.5251,-48.0983,-48.2559,-47.724,-47.6962,-48.9583,-48.5747,-47.1803,-47.2383,-46.9976,-48.1244,-48.4295,-47.2032,-47.1678,-48.0118,-47.0856,-47.3104,-46.809,-47.3698,-48.5873
100.7,-48.9912,-49.1437,-48.2417,-48.5549,-47.1406,-48.465,-48.4372,-48.0136,-47.0254,-45.5002,-47.5209,-48.3119,-48.8683,-47.6067,-48.1718,-48.3485,-47.8197,-47.7921,-49.0464,-48.6654,-47.2785,-47.3351,-47.0966,-48.2178,-48.5211,-47.3018,-47.2639,-48.1049,-47.1849,-47.4068,-46.9098,-47.4675,-48.6777
100.8,-49.0788,-49.231,-48.3343,-48.64,-47.2395,-48.5564,-48.5288,-48.1076,-47.125,-45.6077,-47.6161,-48.4039,-48.9572,-47.6897,-48.2472,-48.4405,-47.9148,-47.8874,-49.1339,-48.7556,-47.3763,-47.4315,-47.1951,-48.3106,-48.6121,-47.3999,-47.3599,-48.1976,-47.2836,-47.5029,-47.01,-47.5646,-48.7675
100.9,-49.166,-49.3177,-48.4264,-48.7253,-47.3378,-48.6472,-48.6197,-48.2011,-47.2241,-45.7148,-47.711,-48.4954,-49.0456,-47.7738,-48.3242,-48.532,-48.0094,-47.9821,-49.2209,-48.8452,-47.4735,-47.5275,-47.2932,-48.4029,-48.7026,-47.4974,-47.4556,-48.2898,-47.3818,-47.5986,-47.1097,-47.6612,-48.8569
101,-49.2527,-49.4038,-48.518,-48.8107,-47.4356,-48.7375,-48.7102,-48.294,-47.3226,-45.8213,-47.8055,-48.5864,-49.1334,-47.8588,-48.4027,-48.623,-48.1035,-48.0763,-49.3074,-48.9343,-47.5703,-47.6232,-47.3908,-48.4946,-48.7925,-47.5943,-47.551,-48.3816,-47.4794,-47.694,-47.2088,-47.7572,-48.9457
101.1,-49.3389,-49.4894,-48.609,-48.8961,-47.5329,-48.8272,-48.8,-48.3864,-47.4205,-45.9272,-47.8997,-48.6768,-49.2207,-47.9446,-48.4823,-48.7134,-48.197,-48.1699,-49.3934,-49.0228,-47.6666,-47.7184,-47.4879,-48.5858,-48.8819,-47.6907,-47.6461,-48.4729,-47.5764,-47.7889,-47.3074,-47.8527,-49.0341
101.2,-49.4246,-49.5745,-48.6921,-48.9814,-47.5948,-48.9164,-48.8894,-48.4782,-47.5179,-46.0326,-47.9934,-48.7668,-49.3075,-48.031,-48.5628,-48.8033,-48.2899,-48.263,-49.4788,-49.1108,-47.7623,-47.8133,-47.5845,-48.6764,-48.9707,-47.7866,-47.7409,-48.5637,-47.673,-47.8833,-47.4054,-47.9477,-49.1218
