# time,sweep00,sweep01,sweep02,sweep03,sweep04,sweep05,sweep06,sweep07,sweep08,sweep09,sweep10,sweep11,sweep12,sweep13,sweep14,sweep15,sweep16,sweep17,sweep18,sweep19,sweep20,sweep21,sweep22,sweep23,sweep24,sweep25,sweep26,sweep27,sweep28,sweep29,sweep30,sweep31,sweep32
0,-59.3865,-59.46,-59.9923,-59.2285,-58.699,-57.8911,-59.6498,-57.6106,-59.3455,-59.765,-59.2547,-59.6087,-59.7739,-59.2597,-59.6993,-58.5029,-59.7764,-57.7261,-59.2204,-59.2095,-59.2327,-58.5744,-59.0875,-58.2183,-59.0672,-59.8026,-59.8104,-59.7394,-59.109,-59.2849,-58.7957,-59.1995,-59.5042
0.1,-59.3925,-59.4653,-59.9924,-59.236,-58.7114,-57.9075,-59.6532,-57.6318,-59.333,-59.7674,-59.2052,-59.6126,-59.7761,-59.1858,-59.7023,-58.4897,-59.7786,-57.7249,-59.228,-59.2173,-59.2403,-58.5881,-59.0869,-58.1976,-59.0763,-59.8046,-59.8123,-59.742,-59.1176,-59.2389,-58.8074,-59.1725,-59.5091
0.2,-59.3985,-59.4706,-59.9925,-59.2434,-58.7236,-57.924,-59.6567,-57.653,-59.3225,-59.7697,-59.1617,-59.6164,-59.7783,-59.1206,-59.7052,-58.4793,-59.7808,-57.726,-59.2356,-59.2249,-59.2477,-58.6016,-59.0872,-58.1809,-59.0853,-59.8065,-59.8142,-59.7445,-59.1261,-59.1985,-58.819,-59.1491,-59.5139
0.3,-59.4044,-59.4758,-59.9926,-59.2508,-58.7358,-57.9408,-59.6601,-57.6741,-59.3138,-59.772,-59.1236,-59.6202,-59.7805,-59.0631,-59.7081,-58.4715,-59.783,-57.7291,-59.2431,-59.2325,-59.2551,-58.615,-59.0884,-58.1677,-59.0942,-59.8084,-59.816,-59.747,-59.1345,-59.1632,-58.8304,-59.129,-59.5187
0.4,-59.4103,-59.481,-59.9926,-59.2581,-58.748,-57.9577,-59.6634,-57.6952,-59.3066,-59.7742,-59.0904,-59.6239,-59.7827,-59.0128,-59.711,-58.466,-59.7851,-57.7341,-59.2505,-59.2401,-59.2624,-58.6283,-59.0903,-58.1577,-59.1031,-59.8103,-59.8178,-59.7496,-59.1429,-59.1325,-58.8418,-59.1119,-59.5235
0.5,-59.4161,-59.4861,-59.9927,-59.2653,-58.76,-57.9747,-59.6668,-57.7161,-59.3008,-59.7765,-59.0616,-59.6277,-59.7849,-58.9687,-59.7139,-58.4626,-59.7873,-57.7407,-59.2578,-59.2212,-59.2696,-58.6415,-59.0929,-58.1505,-59.1118,-59.8122,-59.8196,-59.752,-59.1512,-59.1058,-58.8531,-59.0975,-59.5282
0.6,-59.4218,-59.4911,-59.9928,-59.2725,-58.7719,-57.9918,-59.6701,-57.737,-59.2963,-59.7787,-59.0368,-59.6313,-59.787,-58.9303,-59.7167,-58.4609,-59.7894,-57.7487,-59.2651,-59.1469,-59.2768,-58.6546,-59.0961,-58.1458,-59.1205,-59.8141,-59.8214,-59.7545,-59.1594,-59.0829,-58.8642,-59.0854,-59.4977
0.7,-59.4275,-59.4962,-59.9928,-59.2796,-58.7837,-58.009,-59.6733,-57.7578,-59.293,-59.7809,-59.0156,-59.635,-59.7891,-58.897,-59.7195,-58.4609,-59.7915,-57.7579,-59.2723,-59.0814,-59.2839,-58.6675,-59.0998,-58.1434,-59.1291,-59.8159,-59.8232,-59.7569,-59.1675,-59.0632,-58.8753,-59.0755,-59.4212
0.8,-59.4331,-59.5011,-59.9929,-59.2866,-58.7954,-58.0263,-59.6765,-57.6962,-59.2907,-59.783,-58.9975,-59.6386,-59.7912,-58.8684,-59.7223,-58.4624,-59.7935,-57.7683,-59.2794,-59.0238,-59.2909,-58.6804,-59.1039,-58.1431,-59.1376,-59.8177,-59.825,-59.7593,-59.1756,-59.0466,-58.8862,-59.0675,-59.3533
0.9,-59.4387,-59.506,-59.993,-59.2936,-58.807,-58.0435,-59.6797,-57.6435,-59.2893,-59.7852,-58.9823,-59.6422,-59.7933,-58.8439,-59.725,-58.4652,-59.7956,-57.7797,-59.2865,-58.9732,-59.2979,-58.6931,-59.1085,-58.1445,-59.146,-59.8195,-59.8267,-59.7617,-59.1836,-59.0326,-58.8971,-59.0613,-59.2933
1,-59.4442,-59.5109,-59.9931,-59.3005,-58.8185,-58.0608,-59.6829,-57.5987,-59.2887,-59.7873,-58.9697,-59.6457,-59.7953,-58.823,-59.7278,-58.4691,-59.7976,-57.792,-59.2935,-58.9291,-59.3048,-58.7058,-59.1134,-58.1475,-59.1544,-59.8213,-59.8284,-59.7641,-59.1916,-59.021,-58.9078,-59.0566,-59.2404
1.1,-59.4497,-59.5157,-59.9931,-59.3073,-58.8299,-58.078,-59.6861,-57.5612,-59.2889,-59.7894,-58.9594,-59.6492,-59.7974,-58.8056,-59.7305,-58.4741,-59.7996,-57.7306,-59.3004,-58.8906,-59.3116,-58.7183,-59.1187,-58.152,-59.1627,-59.8231,-59.8301,-59.7664,-59.1994,-59.0116,-58.9185,-59.0533,-59.1939
1.2,-59.4551,-59.5205,-59.9932,-59.3141,-58.8413,-58.0953,-59.6892,-57.53,-59.2897,-59.7915,-58.9512,-59.6527,-59.7994,-58.7911,-59.7331,-58.4799,-59.8016,-57.6702,-59.3073,-58.8574,-59.3184,-58.7307,-59.1242,-58.1577,-59.1709,-59.8249,-59.8318,-59.7687,-59.2072,-59.0041,-58.929,-59.0513,-59.153
1.3,-59.4605,-59.5253,-59.9933,-59.3208,-58.8525,-58.1125,-59.6922,-57.5046,-59.2911,-59.7936,-58.9449,-59.6561,-59.8014,-58.7793,-59.7358,-58.4866,-59.8036,-57.6185,-59.3141,-58.8287,-59.3251,-58.743,-59.13,-58.1646,-59.179,-59.8266,-59.8335,-59.771,-59.215,-58.9984,-58.9395,-59.0504,-59.1173
1.4,-59.4658,-59.5299,-59.9933,-59.3275,-58.8636,-58.1296,-59.6953,-57.4843,-59.2931,-59.7956,-58.9402,-59.6595,-59.8033,-58.77,-59.7384,-58.4941,-59.8055,-57.5748,-59.3208,-58.8043,-59.3317,-58.7551,-59.136,-58.1725,-59.187,-59.8283,-59.8351,-59.7733,-59.2226,-58.9942,-58.9498,-59.0504,-59.0863
1.5,-59.4711,-59.5346,-59.9934,-59.3341,-58.8746,-58.1467,-59.6983,-57.4686,-59.2955,-59.7977,-58.9371,-59.6629,-59.8053,-58.7628,-59.741,-58.5021,-59.8075,-57.5382,-59.3275,-58.7836,-59.3383,-58.7672,-59.1422,-58.1813,-59.195,-59.83,-59.8368,-59.7755,-59.2302,-58.9914,-58.9601,-59.0514,-59.0594
1.6,-59.4763,-59.5392,-59.9935,-59.3406,-58.8855,-58.1637,-59.7013,-57.4571,-59.2983,-59.7997,-58.9353,-59.6662,-59.8072,-58.7575,-59.7436,-58.5108,-59.8094,-57.5079,-59.3341,-58.7663,-59.3448,-58.7792,-59.1485,-58.1909,-59.2029,-59.8317,-59.8384,-59.7778,-59.2377,-58.9899,-58.9702,-59.0532,-59.0363
1.7,-59.4814,-59.5437,-59.9935,-59.3471,-58.8963,-58.1806,-59.7042,-57.4492,-59.3015,-59.8017,-58.9346,-59.6695,-59.8091,-58.754,-59.7461,-58.5199,-59.7674,-57.4832,-59.3406,-58.7519,-59.3512,-58.791,-59.155,-58.2011,-59.2107,-59.8334,-59.84,-59.78,-59.2452,-58.9895,-58.9803,-59.0557,-59.0166
1.8,-59.4865,-59.5482,-59.9936,-59.3535,-58.907,-58.1975,-59.7072,-57.4446,-59.305,-59.8036,-58.9351,-59.6728,-59.811,-58.7521,-59.7486,-58.5295,-59.6886,-57.4637,-59.3471,-58.7404,-59.3576,-58.8027,-59.1616,-58.212,-59.2184,-59.835,-59.8416,-59.7822,-59.2526,-58.9901,-58.9902,-59.0588,-58.9999
1.9,-59.4916,-59.5527,-59.9937,-59.3598,-58.9177,-58.2142,-59.7101,-57.4429,-59.3088,-59.8056,-58.9366,-59.676,-59.8129,-58.7515,-59.7511,-58.5394,-59.6185,-57.4486,-59.3535,-58.7312,-59.3639,-58.8144,-59.1683,-58.2234,-59.2261,-59.8367,-59.8431,-59.7843,-59.2599,-58.9916,-59.0001,-59.0625,-58.9859
2,-59.4966,-59.5571,-59.9937,-59.3661,-58.9282,-58.2309,-59.7129,-57.4438,-59.3129,-59.8075,-58.9389,-59.6792,-59.8147,-58.7522,-59.7536,-58.5496,-59.5562,-57.4377,-59.3599,-58.7242,-59.3702,-58.8259,-59.1751,-58.2353,-59.2337,-59.8383,-59.8447,-59.7864,-59.2671,-58.9939,-59.0099,-59.0667,-58.9744
2.1,-59.5016,-59.5615,-59.9938,-59.3723,-58.9386,-58.2475,-59.7158,-57.4471,-59.3172,-59.8094,-58.9419,-59.6824,-59.8166,-58.754,-59.756,-58.5602,-59.501,-57.4303,-59.3661,-58.7192,-59.3764,-58.8373,-59.182,-58.2475,-59.2412,-59.8399,-59.8462,-59.7886,-59.2743,-58.9969,-59.0195,-59.0713,-58.9651
2.2,-59.5065,-59.5658,-59.9938,-59.3785,-58.9489,-58.2639,-59.7186,-57.4524,-59.3217,-59.8113,-58.9457,-59.6855,-59.8184,-58.7568,-59.7584,-58.571,-59.4521,-57.4262,-59.3724,-58.7159,-59.3825,-58.8486,-59.1889,-58.2602,-59.2487,-59.8415,-59.8478,-59.7907,-59.2814,-59.0005,-59.0291,-59.0763,-58.9577
2.3,-59.5113,-59.5701,-59.9939,-59.3846,-58.9592,-58.2802,-59.7214,-57.4596,-59.3263,-59.8132,-58.95,-59.6887,-59.8202,-58.7605,-59.7608,-58.582,-59.4089,-57.425,-59.3785,-58.7142,-59.3886,-58.8598,-59.1958,-58.2731,-59.256,-59.8431,-59.8493,-59.7927,-59.2885,-59.0048,-59.0386,-59.0817,-58.9521
2.4,-59.5162,-59.5743,-59.994,-59.3906,-58.9693,-58.2965,-59.7241,-57.4684,-59.3311,-59.815,-58.9549,-59.6917,-59.822,-58.765,-59.7632,-58.5932,-59.3708,-57.4264,-59.3847,-58.7139,-59.3946,-58.8709,-59.2028,-58.2863,-59.2633,-59.8446,-59.8508,-59.7948,-59.2954,-59.0095,-59.048,-59.0874,-58.9481
2.5,-59.5209,-59.5785,-59.994,-59.3966,-58.9794,-58.3126,-59.7269,-57.4786,-59.3361,-59.8169,-58.9603,-59.6948,-59.8238,-58.7701,-59.7655,-58.6045,-59.3374,-57.43,-59.3907,-58.7149,-59.4006,-58.8819,-59.2098,-58.2997,-59.2706,-59.8462,-59.8523,-59.7968,-59.3023,-59.0146,-59.0573,-59.0933,-58.9456
2.6,-59.5257,-59.5827,-59.9941,-59.4026,-58.9893,-58.3286,-59.7296,-57.4902,-59.3411,-59.8187,-58.966,-59.6978,-59.8255,-58.7759,-59.7679,-58.6159,-59.3081,-57.4358,-59.3967,-58.717,-59.4065,-58.8928,-59.2168,-58.3133,-59.2777,-59.8477,-59.8537,-59.7988,-59.3092,-59.0202,-59.0665,-59.0995,-58.9443
2.7,-59.5303,-59.5868,-59.9941,-59.4084,-58.9992,-58.3444,-59.7323,-57.5028,-59.3462,-59.8205,-58.9722,-59.7008,-59.8272,-58.7823,-59.7702,-58.6275,-59.2827,-57.4433,-59.4026,-58.7201,-59.4123,-58.9036,-59.2238,-58.327,-59.2848,-59.8492,-59.8552,-59.8008,-59.316,-59.0261,-59.0757,-59.1058,-58.9442
2.8,-59.535,-59.5909,-59.9942,-59.4143,-59.0089,-58.3602,-59.7349,-57.5165,-59.3515,-59.787,-58.9787,-59.7038,-59.829,-58.7891,-59.7724,-58.6391,-59.2606,-57.4524,-59.4085,-58.724,-59.4181,-58.9142,-59.2308,-58.3409,-59.2918,-59.8507,-59.8566,-59.8028,-59.3227,-59.0323,-59.0847,-59.1124,-58.945
2.9,-59.5396,-59.5949,-59.9943,-59.42,-59.0186,-58.3758,-59.7375,-57.5311,-59.3568,-59.7072,-58.9854,-59.7067,-59.8307,-58.7963,-59.7747,-58.6507,-59.2415,-57.463,-59.4143,-58.7288,-59.4238,-58.9248,-59.2378,-58.3548,-59.2988,-59.8522,-59.858,-59.8048,-59.3293,-59.0387,-59.0937,-59.1191,-58.9468
3,-59.5441,-59.5989,-59.9943,-59.4257,-59.0282,-58.3913,-59.7401,-57.5464,-59.3621,-59.6361,-58.9924,-59.7096,-59.8323,-58.8039,-59.7769,-58.6625,-59.2252,-57.4748,-59.4201,-58.7342,-59.4295,-58.9353,-59.2014,-58.3688,-59.3057,-59.8536,-59.8594,-59.8067,-59.3359,-59.0454,-59.1025,-59.1259,-58.9494
3.1,-59.5486,-59.6029,-59.9944,-59.4314,-59.0377,-58.4067,-59.7427,-57.5624,-59.3675,-59.5729,-58.9997,-59.7125,-59.834,-58.8119,-59.7791,-58.6742,-59.2114,-57.4878,-59.4258,-58.7403,-59.4351,-58.9457,-59.1285,-58.3829,-59.3125,-59.8551,-59.8608,-59.8086,-59.3424,-59.0523,-59.1113,-59.1329,-58.9527
3.2,-59.5531,-59.6068,-59.9944,-59.437,-59.0471,-58.4219,-59.7453,-57.579,-59.3729,-59.5169,-59.0071,-59.7153,-59.8356,-58.8201,-59.7813,-58.6859,-59.1997,-57.5017,-59.4315,-58.747,-59.4407,-58.956,-59.0643,-58.397,-59.3193,-59.8565,-59.8622,-59.8105,-59.3489,-59.0593,-59.12,-59.1399,-58.9567
3.3,-59.5575,-59.6107,-59.9945,-59.4425,-59.0564,-58.437,-59.7478,-57.596,-59.3783,-59.4673,-59.0146,-59.7181,-59.8373,-58.8286,-59.7835,-58.6977,-59.1901,-57.5165,-59.4371,-58.7541,-59.4462,-58.9662,-59.0079,-58.4111,-59.3259,-59.858,-59.8636,-59.8124,-59.3553,-59.0665,-59.1286,-59.147,-58.9612
3.4,-59.5618,-59.6146,-59.9591,-59.448,-59.0656,-58.452,-59.7503,-57.6136,-59.3838,-59.4234,-59.0223,-59.7209,-59.8389,-58.8373,-59.7856,-58.7094,-59.1823,-57.532,-59.4426,-58.7616,-59.4517,-58.9762,-58.9584,-58.4253,-59.3326,-59.8594,-59.8649,-59.8143,-59.3616,-59.0739,-59.1372,-59.1542,-58.9663
3.5,-59.5662,-59.6184,-59.8774,-59.4534,-59.0747,-58.4669,-59.7528,-57.6315,-59.3893,-59.3847,-59.0302,-59.7237,-59.8405,-58.8462,-59.7878,-58.7211,-59.176,-57.5483,-59.4481,-58.7696,-59.4571,-58.9862,-58.9152,-58.4394,-59.3391,-59.8608,-59.8663,-59.8161,-59.3679,-59.0813,-59.1456,-59.1614,-58.9718
3.6,-59.5705,-59.6222,-59.8044,-59.4588,-59.0838,-58.4816,-59.7552,-57.6497,-59.3947,-59.3507,-59.0381,-59.7264,-59.8421,-58.8552,-59.7899,-58.7328,-59.1712,-57.565,-59.4535,-58.7778,-59.4624,-58.9961,-58.8776,-58.4535,-59.3456,-59.8621,-59.8676,-59.8179,-59.3741,-59.0888,-59.154,-59.1686,-58.9777
3.7,-59.5747,-59.6259,-59.7393,-59.4642,-59.0927,-58.4962,-59.7576,-57.6682,-59.4002,-59.321,-59.0461,-59.7291,-59.8436,-58.8644,-59.792,-58.7445,-59.1678,-57.5823,-59.4589,-58.7863,-59.4677,-59.0059,-58.8452,-58.4675,-59.3521,-59.8635,-59.8689,-59.8197,-59.3803,-59.0964,-59.1623,-59.1759,-58.9839
3.8,-59.5789,-59.6296,-59.6814,-59.4694,-59.1016,-58.5107,-59.76,-57.6869,-59.4057,-59.295,-59.0541,-59.7318,-59.8452,-58.8736,-59.794,-58.7561,-59.1654,-57.6,-59.4643,-58.7951,-59.473,-59.0156,-58.8173,-58.4815,-59.3584,-59.8649,-59.8702,-59.8215,-59.3864,-59.1041,-59.1705,-59.1832,-58.9904
3.9,-59.5831,-59.6332,-59.6299,-59.4747,-59.1104,-58.525,-59.7624,-57.7057,-59.4111,-59.2725,-59.0622,-59.7345,-59.8467,-58.883,-59.7961,-58.7676,-59.1641,-57.6181,-59.4695,-58.8041,-59.4782,-59.0253,-58.7935,-58.4955,-59.3647,-59.8662,-59.8715,-59.8233,-59.3924,-59.1117,-59.1786,-59.1905,-58.9972
4,-59.5872,-59.6369,-59.5842,-59.4798,-59.1191,-58.5392,-59.6958,-57.7248,-59.4166,-59.2531,-59.0703,-59.7371,-59.8482,-58.8924,-59.7981,-58.7791,-59.1638,-57.6365,-59.4748,-58.8133,-59.4833,-59.0348,-58.7734,-58.5094,-59.371,-59.8675,-59.8728,-59.8251,-59.3984,-59.1195,-59.1867,-59.1978,-59.0043
4.1,-59.5913,-59.6405,-59.5438,-59.485,-59.1277,-58.5533,-59.6203,-57.7439,-59.422,-59.2364,-59.0785,-59.7397,-59.8498,-58.9019,-59.8001,-58.7905,-59.1643,-57.6552,-59.4799,-58.8226,-59.4884,-59.0442,-58.7566,-58.5232,-59.3772,-59.8689,-59.8741,-59.8268,-59.4043,-59.1272,-59.1946,-59.205,-59.0115
4.2,-59.5953,-59.644,-59.508,-59.49,-59.1363,-58.5673,-59.5531,-57.7631,-59.4274,-59.2222,-59.0866,-59.7423,-59.8512,-58.9114,-59.8021,-58.7931,-59.1655,-57.674,-59.4851,-58.8321,-59.4934,-59.0536,-58.7427,-58.537,-59.3833,-59.8702,-59.8753,-59.8285,-59.4102,-59.135,-59.2025,-59.2123,-58.9673
4.3,-59.5993,-59.6475,-59.4766,-59.4951,-59.1447,-58.5811,-59.4935,-57.7824,-59.4328,-59.2103,-59.0948,-59.7449,-59.8527,-58.9209,-59.804,-58.7215,-59.1674,-57.6931,-59.4901,-58.8416,-59.4984,-59.0628,-58.7316,-58.5507,-59.3894,-59.8714,-59.8765,-59.8302,-59.416,-59.1427,-59.2104,-59.2196,-58.8963
4.4,-59.6032,-59.651,-59.4489,-59.5001,-59.1531,-58.5948,-59.4408,-57.8017,-59.4381,-59.2004,-59.103,-59.7474,-59.8542,-58.9305,-59.806,-58.6075,-59.1698,-57.7122,-59.4952,-58.8513,-59.5034,-59.072,-58.7228,-58.5643,-59.3954,-59.8727,-59.8778,-59.8319,-59.4217,-59.1505,-59.2181,-59.2268,-58.8339
4.5,-59.6072,-59.6545,-59.4247,-59.505,-59.1614,-58.6084,-59.3941,-57.821,-59.4434,-59.1923,-59.1111,-59.7499,-59.8556,-58.94,-59.8079,-58.475,-59.1728,-57.7315,-59.5002,-58.861,-59.5083,-59.0811,-58.7162,-58.5778,-59.4013,-59.874,-59.879,-59.8336,-59.4274,-59.1233,-59.2258,-59.234,-58.7794
4.6,-59.6111,-59.6579,-59.4036,-59.5099,-59.1696,-58.6219,-59.353,-57.8403,-59.4487,-59.1858,-59.1193,-59.7524,-59.8571,-58.9496,-59.8098,-58.3583,-59.1763,-57.7509,-59.5051,-58.8708,-59.5131,-59.0901,-58.7116,-58.5912,-59.4072,-59.8752,-59.8802,-59.8352,-59.433,-59.0504,-59.2334,-59.2412,-58.7319
4.7,-59.6149,-59.6613,-59.3853,-59.5147,-59.1778,-58.6352,-59.3169,-57.8596,-59.454,-59.1808,-59.1274,-59.7548,-59.8585,-58.9591,-59.8117,-58.2559,-59.1802,-57.7703,-59.51,-58.8806,-59.5179,-59.099,-58.7086,-58.6046,-59.4131,-59.7992,-59.8814,-59.8368,-59.4386,-58.9863,-59.2409,-59.2483,-58.6906
4.8,-59.6187,-59.6646,-59.3696,-59.5195,-59.1858,-58.6484,-59.2852,-57.8788,-59.4592,-59.177,-59.1355,-59.7572,-59.8599,-58.9686,-59.8136,-58.1663,-59.1845,-57.7897,-59.5148,-58.8904,-59.5227,-59.1078,-58.7072,-58.6178,-59.4189,-59.7233,-59.8826,-59.8385,-59.4442,-58.9299,-59.2483,-59.2554,-58.6551
4.9,-59.6225,-59.6679,-59.3561,-59.4393,-59.1938,-58.6615,-59.2576,-57.898,-59.4644,-59.1745,-59.0753,-59.7596,-59.8613,-58.9781,-59.8154,-58.0881,-59.1891,-57.8092,-59.5196,-58.9002,-59.5274,-59.1165,-58.7072,-58.631,-59.4246,-59.6556,-59.8837,-59.8401,-59.4496,-58.8806,-59.2557,-59.2624,-58.6246
5,-59.6262,-59.6712,-59.3446,-59.3683,-59.2017,-58.6745,-59.2337,-57.9171,-59.4696,-59.173,-59.0063,-59.762,-59.8627,-58.9876,-59.8172,-58.0203,-59.1939,-57.8286,-59.5243,-58.9101,-59.5321,-59.1252,-58.7084,-58.644,-59.4302,-59.5955,-59.8849,-59.8417,-59.4551,-58.8377,-59.263,-59.2694,-58.5987
5.1,-59.6299,-59.6307,-59.335,-59.3054,-59.2095,-58.6874,-59.213,-57.9361,-59.4482,-59.1725,-58.9457,-59.7644,-59.864,-58.997,-59.8191,-57.9618,-59.199,-57.848,-59.529,-58.9199,-59.5367,-59.1337,-58.7107,-58.657,-59.4359,-59.5422,-59.886,-59.8432,-59.4604,-58.8004,-59.2703,-59.2764,-58.5769
5.2,-59.6336,-59.5535,-59.327,-59.2498,-59.2173,-58.7001,-59.1952,-57.9551,-59.3713,-59.1728,-58.8926,-59.7667,-59.8654,-59.0064,-59.8209,-57.9115,-59.2044,-57.8673,-59.5337,-58.9297,-59.5413,-59.1422,-58.714,-58.6698,-59.4414,-59.495,-59.8872,-59.8448,-59.4657,-58.7683,-59.2091,-59.2833,-58.5588
5.3,-59.6372,-59.4849,-59.3205,-59.2009,-59.225,-58.7127,-59.1801,-57.9739,-59.3032,-59.1739,-58.8462,-59.769,-59.8667,-59.0157,-59.8226,-57.8687,-59.2099,-57.8866,-59.5383,-58.9395,-59.5458,-59.1506,-58.7181,-58.6825,-59.4469,-59.4532,-59.8883,-59.8463,-59.471,-58.7408,-59.139,-59.2902,-58.544
5.4,-59.6408,-59.4241,-59.3153,-59.158,-59.2326,-58.7252,-59.1674,-57.9927,-59.243,-59.1756,-58.8059,-59.7713,-59.868,-59.0073,-59.8244,-57.8325,-59.2156,-57.9059,-59.5428,-58.9493,-59.5503,-59.1589,-58.723,-58.6952,-59.4524,-59.4164,-59.8894,-59.8479,-59.4762,-58.7174,-59.0772,-59.297,-58.5322
5.5,-59.6443,-59.3704,-59.3114,-59.1204,-59.2401,-58.7376,-59.1568,-58.0113,-59.1899,-59.1779,-58.771,-59.7736,-59.8693,-58.9343,-59.8261,-57.8024,-59.2215,-57.925,-59.5473,-58.959,-59.5547,-59.1672,-58.7287,-58.7077,-59.4578,-59.384,-59.8905,-59.8494,-59.4814,-58.6978,-59.023,-59.3038,-58.523
5.6,-59.6478,-59.3229,-59.3085,-59.0877,-59.2476,-58.7498,-59.1482,-58.0299,-59.1433,-59.1808,-58.741,-59.7758,-59.8706,-58.8701,-59.8279,-57.7776,-59.2274,-57.9441,-59.5518,-58.9687,-59.5591,-59.1753,-58.7349,-58.7202,-59.4631,-59.3557,-59.8916,-59.8509,-59.4865,-58.6815,-58.9754,-59.3105,-58.5162
5.7,-59.6513,-59.2811,-59.3066,-59.0593,-59.2549,-58.762,-59.1412,-58.0483,-59.1025,-59.1842,-58.7155,-59.7781,-59.8719,-58.8139,-59.8296,-57.7575,-59.2335,-57.9631,-59.5562,-58.9783,-59.5635,-59.1834,-58.7417,-58.7325,-59.4684,-59.331,-59.8927,-59.8523,-59.4916,-58.6682,-58.9339,-59.3172,-58.5116
5.8,-59.6548,-59.2445,-59.3055,-59.0349,-59.2623,-58.774,-59.1359,-58.0666,-59.0668,-59.1879,-58.6939,-59.7803,-59.8732,-58.7648,-59.8313,-57.7418,-59.2397,-57.9819,-59.5606,-58.9879,-59.5678,-59.1914,-58.7489,-58.7447,-59.4736,-59.3095,-59.8937,-59.8538,-59.4966,-58.6575,-58.8979,-59.3238,-58.5089
5.9,-59.6582,-59.2125,-59.3052,-59.0139,-59.2695,-58.7859,-59.1319,-58.0848,-59.0359,-59.1921,-58.6758,-59.7824,-59.8745,-58.7221,-59.8329,-57.73,-59.2459,-58.0007,-59.565,-58.9974,-59.572,-59.1994,-58.7566,-58.7568,-59.4788,-59.291,-59.8948,-59.8553,-59.5015,-58.6493,-58.8667,-59.3303,-58.5078
6,-59.6616,-59.1846,-59.3056,-58.9962,-59.2767,-58.7977,-59.1291,-58.1028,-59.0092,-59.1965,-58.6609,-59.7846,-59.8757,-58.6853,-59.8346,-57.7216,-59.2522,-58.0193,-59.5692,-59.0069,-59.5763,-59.2072,-58.7646,-58.7688,-59.484,-59.2751,-59.8958,-59.8567,-59.5065,-58.6433,-58.84,-59.3368,-58.5083
6.1,-59.6649,-59.1604,-59.3066,-58.9812,-59.2838,-58.8094,-59.1275,-58.1207,-58.9862,-59.2013,-58.6489,-59.7867,-59.8769,-58.6536,-59.8362,-57.7162,-59.2585,-58.0378,-59.5735,-59.0163,-59.5804,-59.215,-58.773,-58.7807,-59.4891,-59.2616,-59.8969,-59.8581,-59.5113,-58.6391,-58.8172,-59.3433,-58.5014
6.2,-59.6682,-59.1397,-59.3082,-58.9689,-59.2908,-58.821,-59.1269,-58.1385,-58.9667,-59.2063,-58.6395,-59.7888,-59.8782,-58.6266,-59.8379,-57.7136,-59.2649,-58.0562,-59.5777,-59.0257,-59.5846,-59.2227,-58.7816,-58.7925,-59.4941,-59.2502,-59.8979,-59.8595,-59.5161,-58.6368,-58.798,-59.3497,-58.4221
6.3,-59.6715,-59.1219,-59.3103,-58.9588,-59.2978,-58.8325,-59.1272,-58.1561,-58.9502,-59.2116,-58.6323,-59.7909,-59.8794,-58.6039,-59.8395,-57.7135,-59.2713,-58.0745,-59.5819,-59.035,-59.5887,-59.2303,-58.7905,-58.8042,-59.4991,-59.2407,-59.8989,-59.8609,-59.5209,-58.6359,-58.7731,-59.356,-58.3528
6.4,-59.6748,-59.1069,-59.3128,-58.9508,-59.3047,-58.8439,-59.1283,-58.1736,-58.9365,-59.217,-58.6273,-59.793,-59.8806,-58.5848,-59.8411,-57.7155,-59.2777,-58.0926,-59.586,-59.0442,-59.5928,-59.2379,-58.7996,-58.8158,-59.504,-59.233,-59.8999,-59.8623,-59.5256,-58.6365,-58.6772,-59.3623,-58.2926
6.5,-59.678,-59.0943,-59.3157,-58.9446,-59.3115,-58.8551,-59.1301,-58.191,-58.9252,-59.2226,-58.624,-59.7951,-59.8728,-58.5692,-59.8426,-57.7195,-59.2841,-58.1107,-59.5901,-59.0534,-59.5968,-59.2454,-58.8088,-58.8273,-59.5089,-59.2268,-59.9009,-59.8637,-59.5303,-58.6383,-58.5928,-59.3685,-58.2405
6.6,-59.6812,-59.0839,-59.3189,-58.9401,-59.3183,-58.8663,-59.1325,-58.2082,-58.9162,-59.2284,-58.6225,-59.7971,-59.7895,-58.5566,-59.8442,-57.7253,-59.2906,-58.1285,-59.5942,-59.0625,-59.6008,-59.2528,-58.8182,-58.7548,-59.5138,-59.222,-59.9019,-59.865,-59.535,-58.6412,-58.5189,-59.3747,-58.1958
6.7,-59.6843,-59.0755,-59.3225,-58.9371,-59.325,-58.8773,-59.1355,-58.2253,-58.9092,-59.2343,-58.6224,-59.7991,-59.7152,-58.5467,-59.8457,-57.7326,-59.297,-58.1463,-59.5982,-59.0715,-59.6047,-59.2601,-58.8277,-58.6913,-59.5186,-59.2185,-59.9029,-59.8664,-59.5395,-58.645,-58.4544,-59.3808,-58.1576
6.8,-59.6874,-59.0689,-59.3263,-58.9354,-59.3316,-58.8883,-59.139,-58.2422,-58.9039,-59.2402,-58.6236,-59.8011,-59.6491,-58.5393,-59.8473,-57.7412,-59.3034,-58.1639,-59.6021,-59.0804,-59.6086,-59.2674,-58.8374,-58.6358,-59.5233,-59.216,-59.9038,-59.8677,-59.5441,-58.6498,-58.3983,-59.3868,-58.1252
